"","logFC","AveExpr","t","P.Value","adj.P.Val","B","type"
"ALAS2",0.451972717741935,6.71767647619048,2.05607530806487,0.0438514028583932,0.999962582242539,-4.00209531698216,"Up"
"ERVV-2",0.409167640120964,7.7193596984127,1.84772395810014,0.0692564596863724,0.999962582242539,-4.36361186454606,"No Signif"
"ERVV-1",0.399372328629028,6.82413826984127,2.54815622077043,0.0132361163080108,0.999962582242539,-3.01892639471443,"Up"
"ANGPT2",0.373978117943544,6.60037336507937,1.36165631434325,0.178072415551149,0.999962582242539,-5.07022595675924,"No Signif"
"FABP4",0.329313752016126,4.13405741269841,2.80382518471355,0.00667466538090823,0.898987767124118,-2.44143368801114,"Up"
"GYPB",0.317497115423386,4.44370868253968,2.48753262862861,0.0154747973889594,0.999962582242539,-3.14940994840296,"Up"
"DEPDC1B",0.314741256048382,8.34385038095238,3.15530860286155,0.00244188006169696,0.869705854165352,-1.57996760854986,"Up"
"AGPAT5",0.288075894153223,6.60774065079365,1.67711579223036,0.0983895169229532,0.999962582242539,-4.63391762472504,"No Signif"
"USP27X",0.264372269153226,7.76640371428571,2.24982159477268,0.0279004572543775,0.999962582242539,-3.63605864704423,"Up"
"RPS6KA6",0.243369928427419,3.28432776190476,3.90959324388613,0.000225664389720434,0.869705854165352,0.498326223850665,"Up"
"SESN3",0.237134253528223,6.88932953174603,1.88285853204726,0.0642581444887989,0.999962582242539,-4.30503919541121,"No Signif"
"HTRA1",0.229991366935481,9.53722826984127,1.3963452994383,0.167426571184287,0.999962582242539,-5.02637695117051,"No Signif"
"MMD",0.226494180443547,7.09558788888889,2.12104691334572,0.0377905712456996,0.999962582242539,-3.88249427459792,"Up"
"UTY",0.224250810483872,3.70725373809524,0.883070423872361,0.380497581883738,0.999962582242539,-5.56732751612699,"No Signif"
"AHSP",0.224162138104839,3.53092271428571,1.88950510623108,0.0633477036070155,0.999962582242539,-4.29384849272115,"No Signif"
"GDPD1",0.223965195564515,6.36500184126984,2.13150576563872,0.0368863479837902,0.999962582242539,-3.86294216772537,"Up"
"METTL21C",0.223295732862903,4.0124286031746,2.19468182406225,0.031815444225392,0.999962582242539,-3.74309152620671,"Up"
"GNG11",0.220833586693547,6.68784866666667,2.78259270723066,0.00707607664421377,0.922590644571021,-2.49102377100528,"Up"
"DDX3Y",0.219628683467741,3.81811155555556,1.12244126474105,0.265860974187067,0.999962582242539,-5.34411182966836,"No Signif"
"MICU3",0.215466393145159,6.12847466666667,2.16970558893989,0.0337421132660475,0.999962582242539,-3.7908308021319,"Up"
"GYPA",0.213748153729838,3.16753707142857,1.97217504799281,0.052906583595139,0.999962582242539,-4.15175068958667,"No Signif"
"SLC20A1",0.212089622983869,7.35597012698413,2.22855203055853,0.0293572386944731,0.999962582242539,-3.67761160261217,"Up"
"SLC27A2",0.205294963709675,5.79506096825397,1.7516825366062,0.0846106388910421,0.999962582242539,-4.51867874927761,"No Signif"
"CDA",0.20162264516129,6.39817985714286,1.9939667374174,0.0504128294090715,0.999962582242539,-4.1134037133405,"No Signif"
"POGLUT3",0.20146034879032,8.2627899047619,1.66452268437944,0.100888480715391,0.999962582242539,-4.65293008014432,"No Signif"
"IFIT1B",0.196434288306452,3.25060092063492,1.8071544470679,0.0754305341269726,0.999962582242539,-4.43001974668784,"No Signif"
"CEP85",0.195390251008062,5.84914280952381,3.39591511006587,0.00117866336530634,0.869705854165352,-0.948809948867425,"Up"
"ANO2",0.190256755040321,6.38563619047619,2.24845284210015,0.0279922480729894,0.999962582242539,-3.63874271451214,"Up"
"TFPI",0.187930483870963,9.34044426984127,1.62424035308734,0.109231444040986,0.999962582242539,-4.71286785513184,"No Signif"
"MTMR10",0.185818449596772,7.57519458730159,2.20448571309478,0.0310859669967648,0.999962582242539,-3.72422553088066,"Up"
"RPS4Y1",0.184984829637096,3.492152,1.04985707824812,0.297725307795929,0.999962582242539,-5.41723236544023,"No Signif"
"KMO",0.184039993951615,5.84939982539683,1.30742039398635,0.195739424925891,0.999962582242539,-5.13670263497364,"No Signif"
"PRRG4",0.183687280745967,5.57928849206349,2.06991133648967,0.0424945670032351,0.999962582242539,-3.9768951923017,"Up"
"SLC18B1",0.183001942540322,5.97824020634921,2.2129250413404,0.0304698310896042,0.999962582242539,-3.70792826691038,"Up"
"USP46",0.182102493951612,6.6266966984127,1.53775378690042,0.129030001538826,0.999962582242539,-4.83699856957966,"No Signif"
"SLC4A1",0.180816455645159,6.1044476984127,2.13356583760248,0.0367104838710026,0.999962582242539,-3.85908127530222,"Up"
"KATNBL1",0.176801526209676,6.65110311111111,1.82212967780244,0.073099970557029,0.999962582242539,-4.40566040556429,"No Signif"
"LGALS16",0.173501807459674,6.91417906349206,1.42159132588134,0.159991419379371,0.999962582242539,-4.99381497845431,"No Signif"
"SLC25A39",0.172363105342739,7.40511564285714,1.99917997341979,0.0498314137510658,0.999962582242539,-4.10417528822121,"Up"
"ADGRE5",0.171650092741935,6.67952238095238,1.81566432594755,0.0740986582833267,0.999962582242539,-4.41619929453699,"No Signif"
"TMEM54",0.171384551411288,8.60976582539683,1.68909958880157,0.0960586696820518,0.999962582242539,-4.61570403379216,"No Signif"
"PPBP",0.168561905241935,3.85626177777778,1.57387624344455,0.120438456429374,0.999962582242539,-4.78591314332616,"No Signif"
"PHYHIPL",0.167890610887092,6.77067922222222,2.004021355268,0.0492966329061787,0.999962582242539,-4.09558625616631,"Up"
"NT5E",0.166876385080645,7.61275828571429,1.58219300578705,0.11852672526977,0.999962582242539,-4.77399666268114,"No Signif"
"CPS1",0.164990640120966,3.79512828571429,1.79611990768049,0.0771872672633366,0.999962582242539,-4.44785370312643,"No Signif"
"PGF",0.164898703629031,9.69192305555556,1.37886912262237,0.172727125214357,0.999962582242539,-5.04859727817521,"No Signif"
"PSG9",0.16394681451613,11.8244765079365,1.92186171497817,0.0590699069858757,0.999962582242539,-4.23887169277109,"No Signif"
"TUSC3",0.163059314516129,8.79357621428571,1.40645119416891,0.16441901702287,0.999962582242539,-5.01340804371766,"No Signif"
"ADGRG6",0.161000143145161,8.29705326984127,1.26802264924682,0.209375541477794,0.999962582242539,-5.18339156077559,"No Signif"
"FBN2",0.159992345766133,8.82448288888889,1.59355425424626,0.115954617640578,0.999962582242539,-4.75762466984406,"No Signif"
"ABCG2",0.15965959879032,7.39751577777778,1.2893482699027,0.201909448305795,0.999962582242539,-5.1582870486236,"No Signif"
"ERVFRD-1",0.158846462701607,7.12050311111111,1.15830691279479,0.251035502524194,0.999962582242539,-5.30625168004841,"No Signif"
"AMD1",0.158660618951609,7.94612971428571,1.52056248269771,0.133286607451023,0.999962582242539,-4.86092621859558,"No Signif"
"EIF1AY",0.157626369959676,3.25326434920635,1.34830257151035,0.182305406912955,0.999962582242539,-5.08682961907706,"No Signif"
"UQCRHL",0.156522505040321,5.33726233333333,3.15622794064539,0.00243523961652645,0.869705854165352,-1.57761774640912,"Up"
"LRP2",0.156194978830643,5.97148080952381,1.52710038466233,0.131654880315649,0.999962582242539,-4.85185577737674,"No Signif"
"PAGE2",0.155970929435482,4.08347958730159,2.62453856829598,0.0108342199404317,0.963231534408427,-2.85094924975175,"Up"
"PSG7",0.155430687499992,10.1502309206349,1.12373881501255,0.265314077867699,0.999962582242539,-5.34276201136574,"No Signif"
"AICDA",0.154889091733869,4.62114388888889,3.21074372635828,0.00207037734545321,0.869705854165352,-1.43740949981013,"Up"
"C18orf54",0.154199959677416,5.79422607936508,1.34153404881312,0.184479915900865,0.999962582242539,-5.09518660655005,"No Signif"
"HBA2",0.153963336693545,11.7010568253968,1.26496590243975,0.21046226771178,0.999962582242539,-5.18695746175734,"No Signif"
"PRRG1",0.153450781754032,6.59018373809524,2.36072907278072,0.0212915082195511,0.999962582242539,-3.41403623566215,"Up"
"SLC16A4",0.153160087701606,9.26476679365079,1.41565209455526,0.161717171829709,0.999962582242539,-5.00152440914047,"No Signif"
"EMP2",0.152223709677418,8.34301626984127,1.29231370328974,0.200887180118852,0.999962582242539,-5.15476476692117,"No Signif"
"TMEM168",0.151908416330646,5.91904550793651,1.5489769952923,0.126309915351527,0.999962582242539,-4.8212435340236,"No Signif"
"CPD",0.151831646169354,7.42479015873016,1.5969648584971,0.11519130326352,0.999962582242539,-4.75268886134108,"No Signif"
"SH3BGRL2",0.151789463709674,6.14894157142857,1.627277169866,0.108583603412604,0.999962582242539,-4.7083960271636,"No Signif"
"SLC7A2",0.151368649193549,7.89225438888889,1.33251245236825,0.187408740942704,0.999962582242539,-5.10626384783811,"No Signif"
"KCNK5",0.150269162298385,6.014874,2.47102626673299,0.0161407498016743,0.999962582242539,-3.18449691278062,"Up"
"GSTA3",0.150213619959681,6.84103514285714,1.11890857644793,0.267353968796815,0.999962582242539,-5.34777924435439,"No Signif"
"NECTIN3",0.150146449092738,7.67606599206349,1.19433011070101,0.236748987852399,0.999962582242539,-5.26707999729836,"No Signif"
"EPB42",0.149810659274192,5.04629520634921,1.98197796817488,0.0517720097378744,0.999962582242539,-4.13454610960025,"No Signif"
"COX7B",0.149576375000004,6.4233033015873,3.41526410798649,0.00111012127685152,0.869705854165352,-0.896684281573663,"Up"
"MUC15",0.149109126008062,8.70324193650794,1.01037057307925,0.3161159514445,0.999962582242539,-5.4550324608968,"No Signif"
"C2orf88",0.148915943548384,4.77367865079365,3.53469415194739,0.000763704312914994,0.869705854165352,-0.57062238868177,"Up"
"ITGAV",0.148495079637096,7.53050252380952,1.90281163768761,0.0615577464714063,0.999962582242539,-4.27133952452901,"No Signif"
"ARMS2",0.148100042338709,6.10619406349206,0.44985968357425,0.654329020602603,0.999962582242539,-5.83817327317177,"No Signif"
"HEMGN",0.147587795362901,4.71782577777778,1.89461487449216,0.062655211703515,0.999962582242539,-4.28522150333073,"No Signif"
"USP9Y",0.147411891129032,3.48619436507937,1.11166579614606,0.270433356357712,0.999962582242539,-5.35526356958615,"No Signif"
"BTBD10",0.147278326612899,6.31989158730159,2.6785130644297,0.00938380967322255,0.936047865056351,-2.72988606970344,"Up"
"HBM",0.147208063508064,6.71050231746032,1.49998408759048,0.13852728115861,0.999962582242539,-4.88924063452915,"No Signif"
"NDUFB10",0.145888455645157,6.79687249206349,3.16805896875542,0.00235127890225519,0.869705854165352,-1.54733387555093,"Up"
"ZFAT",0.144465618951608,7.54525955555556,1.70340553933999,0.0933355954475778,0.999962582242539,-4.59380687986231,"No Signif"
"CATSPERB",0.144318928427419,4.09808614285714,1.69030441156252,0.0958268548036565,0.999962582242539,-4.61386636107635,"No Signif"
"NDUFA6",0.144168930443548,7.00560288888889,2.33413197923628,0.0227346442275061,0.999962582242539,-3.46809194341647,"Up"
"RRAS2",0.14321104939516,7.17925453968254,2.83205967108308,0.00617330946687652,0.898987767124118,-2.37504396687765,"Up"
"TC2N",0.143117948588706,6.87948047619048,1.63287523463202,0.107397531019445,0.999962582242539,-4.70013263788376,"No Signif"
"MED13",0.142016297379032,7.36214874603175,1.48039008481892,0.143666981596042,0.999962582242539,-4.9158679269222,"No Signif"
"NDUFA1",0.141587450604835,6.96096201587302,2.77292797812398,0.00726604122606505,0.922590644571021,-2.5135006243375,"Up"
"PSG2",0.141090453629028,12.0157904761905,2.33460131627896,0.0227084423386252,0.999962582242539,-3.46714247700351,"Up"
"KLHDC3",0.139950356854834,6.97200897619048,3.01466154849909,0.0036831055902145,0.898987767124118,-1.93365641219774,"Up"
"STT3B",0.139816367943547,8.66114606349206,1.56859428352999,0.121665367226148,0.999962582242539,-4.79345126562375,"No Signif"
"DIP2B",0.139785164314514,6.77931273015873,1.93391238152787,0.0575406747567099,0.999962582242539,-4.21818576714047,"No Signif"
"IL36RN",0.139735508064514,5.34811450793651,2.43913496779565,0.0175008561362237,0.999962582242539,-3.25174807623982,"Up"
"SLC38A1",0.139024666834675,7.75834536507937,1.15291594652222,0.253225426221733,0.999962582242539,-5.31201520837529,"No Signif"
"SVBP",0.138542052419353,6.69428888888889,2.46288827313808,0.0164784745196335,0.999962582242539,-3.20172564578253,"Up"
"SELENBP1",0.138230261088712,6.07182384126984,2.71780723949047,0.00844189201977506,0.936047865056351,-2.64053703628643,"Up"
"IMPA2",0.138154251008062,7.61986155555556,2.18731009902813,0.0323738035516334,0.999962582242539,-3.75723013349876,"Up"
"MAOA",0.13751548487903,8.38762161904762,1.36750671771316,0.176241659426382,0.999962582242539,-5.06290328373429,"No Signif"
"THSD7A",0.137025642641126,7.31772326190476,0.978109415235358,0.331696740268944,0.999962582242539,-5.48487591260042,"No Signif"
"UXT",0.137006921370968,6.39400433333333,2.039987419041,0.0454759956154984,0.999962582242539,-4.03121243625215,"Up"
"FRZB",0.136897512096768,9.16919785714286,0.771321242421528,0.443350165388135,0.999962582242539,-5.65376188303235,"No Signif"
"CMAS",0.136824879032258,6.50229322222222,1.95307909827286,0.0551778563529869,0.999962582242539,-4.18504988778839,"No Signif"
"UBE2M",0.136593238911291,7.49358604761905,2.10120723569044,0.0395589409822198,0.999962582242539,-3.91935590377017,"Up"
"TMEM181",0.136447427419355,5.64099395238095,2.25737097178145,0.0273989403207711,0.999962582242539,-3.62122990542466,"Up"
"NAA11",0.136074784274194,5.72973725396825,1.08835780040204,0.280511690015895,0.999962582242539,-5.37903212117794,"No Signif"
"CROT",0.135713190524191,4.19608658730159,1.30159000735362,0.197714338526557,0.999962582242539,-5.14369717089749,"No Signif"
"ITGB3",0.135660129032257,7.2122346031746,1.27251045363546,0.207787594421309,0.999962582242539,-5.17814145978435,"No Signif"
"VAMP8",0.1356500766129,6.95350717460317,2.95511807689599,0.00436811125022073,0.898987767124118,-2.07984050022211,"Up"
"FAR2",0.135528541330643,5.74392957142857,1.24758829234546,0.2167197652488,0.999962582242539,-5.20707449501084,"No Signif"
"FCGBP",0.134872538810482,5.88966744444444,2.48212853674909,0.0156900509420764,0.999962582242539,-3.16091810497897,"Up"
"BABAM1",0.134693656249996,7.33317582539683,3.21120586756576,0.00206751604971005,0.869705854165352,-1.43621370732574,"Up"
"GDA",0.133864225806447,6.5886453015873,1.08651948531658,0.281317542722337,0.999962582242539,-5.38088617263465,"No Signif"
"UQCR10",0.133773548387098,7.37360992063492,2.6772999975857,0.00941435897909127,0.936047865056351,-2.73262820889266,"Up"
"SMAGP",0.133075195564516,7.62756249206349,1.94464883121898,0.0562067225389354,0.999962582242539,-4.19965978528021,"No Signif"
"SERINC5",0.13273014516129,6.56083684126984,1.30400118889509,0.196895802274203,0.999962582242539,-5.14080813150512,"No Signif"
"SLC19A2",0.131707367943543,7.17977720634921,1.60011383544297,0.114490138915314,0.999962582242539,-4.74812307775202,"No Signif"
"MYL4",0.130879920362899,5.58607823809524,1.86215899871848,0.0671646629860075,0.999962582242539,-4.33966609064447,"No Signif"
"DDB1",0.130841235887093,8.92499749206349,1.77614269414205,0.0804544936980621,0.999962582242539,-4.47989120641557,"No Signif"
"NDUFA2",0.130549240927413,5.92141101587302,2.31615146075266,0.023758909726103,0.999962582242539,-3.50434671810797,"Up"
"CPEB4",0.130106518145158,6.41087726984127,1.52367064892375,0.132508885608682,0.999962582242539,-4.85661855419507,"No Signif"
"RPL9",0.129719865927415,9.42430374603175,2.02097266224777,0.0474628511709431,0.999962582242539,-4.06537029549158,"Up"
"EXOC8",0.129314722782255,5.08476253968254,1.73694619228576,0.0871993009524757,0.999962582242539,-4.54181257343229,"No Signif"
"ATP6V1F",0.128863754032261,7.97739547619048,1.82096431991822,0.0732791434315335,0.999962582242539,-4.4075624808627,"No Signif"
"SLIRP",0.12812542439516,7.195176,2.22965473739276,0.0292800977893746,0.999962582242539,-3.6754655122546,"Up"
"PITHD1",0.12786161391129,6.37486593650794,3.58116989568797,0.000658975082820336,0.869705854165352,-0.441770185279986,"Up"
"TAS2R43",0.127845757056451,4.4193483015873,2.33739247746513,0.0225531729867593,0.999962582242539,-3.46149269342434,"Up"
"HSD11B2",0.127834182459679,7.99269680952381,0.865181832580836,0.390164951459976,0.999962582242539,-5.58193022817969,"No Signif"
"MRPL54",0.127700928427418,5.64557225396825,2.44885154057946,0.0170759494433427,0.999962582242539,-3.23133361577742,"Up"
"ZNF468",0.127034185483868,8.09417836507937,1.4158538567289,0.161658311043083,0.999962582242539,-5.00126300651666,"No Signif"
"CKS2",0.127025608366931,6.44278197619048,1.96504477935073,0.0537451289453249,0.999962582242539,-4.16421762203235,"No Signif"
"CAMSAP2",0.126643685483868,7.16101401587302,1.37483517863329,0.173968682937197,0.999962582242539,-5.05368899832594,"No Signif"
"SMIM26",0.126514184475804,5.81245676984127,2.35593565795671,0.0215454029816913,0.999962582242539,-3.42381585677475,"Up"
"FAM171B",0.126501970766132,7.51893490476191,0.88515087272606,0.379383120486922,0.999962582242539,-5.56561031238795,"No Signif"
"AZIN1",0.126082042338709,8.57603231746032,1.37337608240892,0.174419436583794,0.999962582242539,-5.0555272486821,"No Signif"
"LVRN",0.125999604838707,6.79830644444444,0.614297771577602,0.541192501977392,0.999962582242539,-5.75582215670433,"No Signif"
"HNRNPA0",0.125753241935483,7.02789392063492,2.34223436015089,0.02228606315183,0.999962582242539,-3.4516785941414,"Up"
"PLEKHA1",0.125273631048386,6.85206185714286,1.81414845384933,0.0743344561703908,0.999962582242539,-4.41866539952522,"No Signif"
"FABP5",0.12502802721774,5.19429842857143,2.95219358599643,0.00440462533696662,0.898987767124118,-2.08696480868856,"Up"
"AKIRIN1",0.124447607862902,7.47870003174603,2.98491784672877,0.00401172419007628,0.898987767124118,-2.00694829513233,"Up"
"CEMIP2",0.123960164314516,8.29190363492063,1.26508284526162,0.210420615816712,0.999962582242539,-5.18682119014884,"No Signif"
"KLHL5",0.123882021169353,7.16953452380952,1.61900522610009,0.110355589103655,0.999962582242539,-4.72055882397605,"No Signif"
"NEK7",0.123833097782263,7.41969322222222,1.26835535721951,0.209257509519421,0.999962582242539,-5.18300294233666,"No Signif"
"LY6G6C",0.123708267137093,6.7242853968254,1.11517763710347,0.268937144314168,0.999962582242539,-5.35164043233188,"No Signif"
"UPK1B",0.123609664314514,5.3561916031746,0.680981771058837,0.498335336685966,0.999962582242539,-5.71526150758121,"No Signif"
"SLC38A2",0.123150717237901,7.12569879365079,1.37853314717824,0.172830271363103,0.999962582242539,-5.04902188714337,"No Signif"
"COX7A2",0.122430674899192,7.23702391269841,2.12589784708142,0.0373688097214431,0.999962582242539,-3.8734360548694,"Up"
"FHDC1",0.122085785282253,7.9775926984127,1.71442700808542,0.091281214081465,0.999962582242539,-4.57682282704712,"No Signif"
"PAGE2B",0.121931969758065,3.25822366666667,2.9388661549185,0.00457463915694631,0.898987767124118,-2.11936519935826,"Up"
"RGPD8",0.121894942540322,5.82611673015873,1.05905928269455,0.293546690027153,0.999962582242539,-5.40822244111342,"No Signif"
"DYNLT3",0.120446695564514,6.57788601587302,2.8325549009763,0.00616483384140753,0.898987767124118,-2.3738749770603,"Up"
"REEP3",0.120268425907256,7.3189245952381,1.49685210638562,0.139338957938812,0.999962582242539,-4.89351866004592,"No Signif"
"AKTIP",0.119880984879027,7.12260541269841,1.37776877415162,0.173065113329596,0.999962582242539,-5.0499875473191,"No Signif"
"LGALS14",0.119846771169355,10.2306598730159,0.722152594866214,0.472826573873651,0.999962582242539,-5.68816644155442,"No Signif"
"GJA5",0.119433755040319,7.1440386031746,1.25353226755111,0.214564158179727,0.999962582242539,-5.20022321147185,"No Signif"
"SELENOT",0.118874285282255,7.08229346031746,1.73934289954939,0.0867738813648792,0.999962582242539,-4.53806212593244,"No Signif"
"F5",0.1185557953629,6.29008336507937,1.03364004717004,0.305187886834227,0.999962582242539,-5.432926005317,"No Signif"
"PPP1R15B",0.118470231350807,7.11563945238095,1.39485279755421,0.167874308249597,0.999962582242539,-5.02828485700941,"No Signif"
"SGTA",0.11834255846774,7.40051763492063,2.18448240416196,0.0325902520753383,0.999962582242539,-3.76264277326034,"Up"
"PSG4",0.117698827620966,11.082412047619,1.18969688218061,0.238552820201693,0.999962582242539,-5.272182325962,"No Signif"
"CARHSP1",0.117199123991933,7.69349174603175,1.55304442962568,0.125335477880078,0.999962582242539,-4.81550760653017,"No Signif"
"PAGE4",0.117131534274189,6.55363828571429,1.61201820843701,0.111870471779077,0.999962582242539,-4.73078807520562,"No Signif"
"ZNF554",0.116419022177422,7.47455376190476,1.56062199955364,0.123536115583507,0.999962582242539,-4.80478466984967,"No Signif"
"AMFR",0.116331359879029,8.29622942857143,1.32591767927455,0.189571841295396,0.999962582242539,-5.11431672987131,"No Signif"
"GYPE",0.116241083669353,2.84197041269841,2.09775214600999,0.039874145118582,0.999962582242539,-3.92574487015768,"Up"
"CYTH3",0.115899323588707,7.14961514285714,1.91149366203558,0.0604131165349887,0.999962582242539,-4.25657786447058,"No Signif"
"RBM3",0.115410349798385,7.10892193650794,2.00640042619461,0.0490356507574884,0.999962582242539,-4.09135892768266,"Up"
"CHSY1",0.11516753528226,7.99907866666667,0.919960959282857,0.361041775962587,0.999962582242539,-5.53629466950939,"No Signif"
"RRAGC",0.115111650201614,6.1750566031746,2.81629703745212,0.00644875474489654,0.898987767124118,-2.41217031468429,"Up"
"SOD1",0.114565340725811,9.08169401587302,1.55558886355408,0.124728961698777,0.999962582242539,-4.81191237216396,"No Signif"
"DDX6",0.114419893649189,6.62890494444444,1.59892649382294,0.114754112565241,0.999962582242539,-4.74984560478202,"No Signif"
"LMO7",0.11436127923387,4.83599233333333,2.3929184653515,0.0196545405476752,0.999962582242539,-3.34793732968386,"Up"
"TCP11L2",0.114168859879031,5.83706501587302,1.98887173414661,0.050986670994201,0.999962582242539,-4.12240247487522,"No Signif"
"PIGH",0.11411458064516,5.18353438095238,1.74501080925606,0.0857746385672135,0.999962582242539,-4.52917420802219,"No Signif"
"GABARAPL2",0.113637821572578,7.49324550793651,2.14092176902793,0.0360884751030308,0.999962582242539,-3.84526903304475,"Up"
"NCMAP",0.113621463709678,7.21572165079365,2.35299682533825,0.0217023960355868,0.999962582242539,-3.4298035751893,"Up"
"LNPEP",0.113521630040321,8.80903261904762,1.15123849495318,0.253909612307034,0.999962582242539,-5.31380334019563,"No Signif"
"CRPPA",0.113420881048383,4.12765941269841,1.96958125353438,0.0532103193284973,0.999962582242539,-4.15629040079887,"No Signif"
"ATP6V0B",0.113115630040319,7.0244893968254,1.62102573877681,0.109920618547756,0.999962582242539,-4.71759316574103,"No Signif"
"MFSD2A",0.113078444556448,8.78611144444444,1.27534263677288,0.206790077446401,0.999962582242539,-5.17481916043015,"No Signif"
"STK17A",0.11307729435484,6.60911666666667,1.98546715729535,0.0513732355339575,0.999962582242539,-4.12840438329422,"No Signif"
"ABCB1",0.112395666330645,4.62958853968254,2.26831862677143,0.0266858134398171,0.999962582242539,-3.59965189570377,"Up"
"RPL13A",0.112380561491931,7.47678822222222,1.5644375459251,0.122637924472945,0.999962582242539,-4.7993671241821,"No Signif"
"AQP3",0.112367031250002,5.97327831746032,1.47173324320721,0.14598491510032,0.999962582242539,-4.92752854098578,"No Signif"
"FECH",0.112152322580644,5.53266793650794,2.66109722082012,0.00983119885200625,0.939002152621111,-2.76916114823353,"Up"
"IL3RA",0.112128405745966,4.55070212698413,1.13499224292112,0.260604201522147,0.999962582242539,-5.33099258711558,"No Signif"
"RPS13",0.112026251008063,9.06588969047619,1.58620063193748,0.117614247683384,0.999962582242539,-4.76823380997329,"No Signif"
"CD200",0.111959980846773,8.68856517460318,1.17269783710127,0.245255959789316,0.999962582242539,-5.29074036796001,"No Signif"
"GLCE",0.111927129032256,5.33255274603175,2.22797780071951,0.0293974803013293,0.999962582242539,-3.67872881446367,"Up"
"RPS16",0.111421392137091,10.1420764444444,1.65078637758121,0.103673069730848,0.999962582242539,-4.67351952617801,"No Signif"
"MMUT",0.11140147983871,5.38291052380952,2.04749206947512,0.0447118074374018,0.999962582242539,-4.01765464561636,"Up"
"ARL4C",0.11136545362903,7.05945106349206,1.46313631971415,0.148315696582731,0.999962582242539,-4.93904549187698,"No Signif"
"SF3B6",0.111338834677418,7.11278434920635,2.35622026568262,0.0215302530503446,0.999962582242539,-3.42323565432913,"Up"
"LGSN",0.11085509879032,3.20272519047619,1.36302252403954,0.177643598657569,0.999962582242539,-5.06851857679581,"No Signif"
"ATP6V0D1",0.110820344758059,7.57744916666667,1.70637237358248,0.092778882559549,0.999962582242539,-4.58924476614995,"No Signif"
"TBX3",0.110729909778227,8.90763315079365,1.36052244043373,0.178428906870043,0.999962582242539,-5.07164175998655,"No Signif"
"NDFIP2",0.110361433467739,6.93441073015873,1.99342257536912,0.0504738521012906,0.999962582242539,-4.11436576958616,"No Signif"
"STMN1",0.110172512096773,7.68679925396825,2.06374673763572,0.0430945469025178,0.999962582242539,-3.98814111455969,"Up"
"CSF2RA",0.109791318548384,8.42028682539683,1.690422482679,0.0958041619172479,0.999962582242539,-4.6136862074064,"No Signif"
"SULT2B1",0.109706941532256,6.58934203174603,1.52369648210893,0.132502436763143,0.999962582242539,-4.85658271740948,"No Signif"
"ATAD1",0.108944842741936,6.9484580952381,1.28807108652188,0.202350923275242,0.999962582242539,-5.15980170308078,"No Signif"
"CCNDBP1",0.108730542842742,7.31016234126984,1.61489886453786,0.111243883373068,0.999962582242539,-4.72657559942841,"No Signif"
"SUPT4H1",0.10849209778226,7.72400196825397,1.72035394846415,0.0901919171331418,0.999962582242539,-4.56764839338808,"No Signif"
"GABARAP",0.108396461693546,9.03052474603175,1.53911634075993,0.12869730566056,0.999962582242539,-4.83509147176413,"No Signif"
"PINK1",0.108387242943548,6.53146806349206,2.95083479759455,0.00442168680604416,0.898987767124118,-2.09027315161088,"Up"
"MAP1LC3B",0.108361821572577,7.78014563492064,2.3164637194758,0.0237407778128282,0.999962582242539,-3.50371909331895,"Up"
"RMC1",0.108324680443547,5.84463128571429,1.94652213751284,0.0559766940382368,0.999962582242539,-4.19641809803906,"No Signif"
"ADIRF",0.108245936491932,7.5434480952381,1.82749955116306,0.0722790899939065,0.999962582242539,-4.3968817402599,"No Signif"
"ATP1B3",0.108044809475809,6.9563,1.91921525576073,0.0594103288278591,0.999962582242539,-4.24339926073176,"No Signif"
"HBD",0.108040821572579,4.29202158730159,1.47239151248392,0.145807635632652,0.999962582242539,-4.92664409746872,"No Signif"
"MINPP1",0.107635369959674,6.44907909523809,1.31679031637652,0.192596631486245,0.999962582242539,-5.1253999951418,"No Signif"
"FAM3B",0.107589185483867,5.75239453968254,2.52589470813264,0.014021700997368,0.999962582242539,-3.06713529347002,"Up"
"EPB41",0.107573062499999,5.35852028571429,1.20068783211647,0.234289859343537,0.999962582242539,-5.26004780643573,"No Signif"
"KAT14",0.107560692540321,5.56850184126984,1.77751109394384,0.0802270843616305,0.999962582242539,-4.47770697574644,"No Signif"
"TRIR",0.107459838709671,8.25177493650794,2.77916318199677,0.00714295688469674,0.922590644571021,-2.499006553982,"Up"
"ZFY",0.107436961189515,3.2255793968254,0.906566187749863,0.368031031952492,0.999962582242539,-5.5477054244389,"No Signif"
"COQ5",0.107390921370965,5.72234828571429,2.27033135246657,0.0265565053013267,0.999962582242539,-3.59567522916498,"Up"
"NUDT19",0.107337720766127,4.28801968253968,1.56358562315259,0.12283801553019,0.999962582242539,-4.8005777930527,"No Signif"
"SLC25A3",0.10685053225806,7.05058425396825,2.18184043297411,0.0327936294450314,0.999962582242539,-3.76769452304806,"Up"
"TXNRD1",0.106665174395162,6.66134855555556,1.39632335859418,0.167433146582869,0.999962582242539,-5.02640501259316,"No Signif"
"OR9A2",0.10666366129032,3.40993320634921,1.25716670549776,0.213253932242486,0.999962582242539,-5.19601877948532,"No Signif"
"UCHL3",0.106621602822578,6.89420071428571,1.63217824275761,0.10754462915064,0.999962582242539,-4.70116289290834,"No Signif"
"JUND",0.106604996975804,7.73247466666667,1.77792917007436,0.080157712513084,0.999962582242539,-4.47703934370212,"No Signif"
