"","logFC","AveExpr","t","P.Value","adj.P.Val","B","type"
"TP53AIP1",0.0027170645161263,4.63906753174603,0.114159915259265,0.909467792416481,0.999962582242539,-5.92754939035615,"No Signif"
"HFM1",0.00271488104838546,2.23761079365079,0.225006589697949,0.82268980031583,0.999962582242539,-5.9097805005469,"No Signif"
"NUP210L",0.00270911895161152,2.69897725396825,0.178013613052308,0.859273571795304,0.999962582242539,-5.91873037480316,"No Signif"
"MOGAT3",0.00270740423386684,5.17853125396825,0.0881166194009895,0.930058656293364,0.999962582242539,-5.93004008920957,"No Signif"
"RTL4",0.00270526411290373,2.93118565079365,0.148085816484568,0.882739817766376,0.999962582242539,-5.92334339946093,"No Signif"
"PHKA1",0.00270318750000031,3.23038304761905,0.169038577103225,0.866298507497553,0.999962582242539,-5.92020257860946,"No Signif"
"FCN1",0.00270068145161417,6.37624296825397,0.0822620795294801,0.934694602338139,0.999962582242539,-5.930511729083,"No Signif"
"PRSS54",0.00269952620967651,3.75444634920635,0.0995469403044971,0.921014644677704,0.999962582242539,-5.9290258755685,"No Signif"
"MAMDC4",0.00268127217741565,6.35883120634921,0.120421908197514,0.904525540595766,0.999962582242539,-5.92685490623611,"No Signif"
"AACS",0.00267976411290327,5.5242816984127,0.121435154829326,0.903726190383244,0.999962582242539,-5.92673904900941,"No Signif"
"CSF2",0.00267917338709633,2.9185573015873,0.115463607800529,0.908438556271882,0.999962582242539,-5.92740785948558,"No Signif"
"SLC4A11",0.00267907862903183,5.66915828571429,0.0928931814129957,0.926278103563896,0.999962582242539,-5.92963128701406,"No Signif"
"TIMM44",0.00267214818548211,5.88698753968254,0.127093863855844,0.899263894302955,0.999962582242539,-5.92607417757202,"No Signif"
"IL22RA1",0.00266690120967628,4.83190327777778,0.0714613641327491,0.943253034300497,0.999962582242539,-5.93129679242001,"No Signif"
"OSGIN1",0.00265918951612321,5.64185063492063,0.0956805622601066,0.924072729009773,0.999962582242539,-5.9293827630848,"No Signif"
"GNAL",0.00265674092741808,4.15943574603175,0.139460133242439,0.889523740895862,0.999962582242539,-5.92451588108483,"No Signif"
"FETUB",0.00265552318548323,3.3675920952381,0.159227405253361,0.873990270677584,0.999962582242539,-5.92172490100672,"No Signif"
"HTR3D",0.0026518840725771,3.5570106984127,0.140188959486774,0.888950206310251,0.999962582242539,-5.92441953125762,"No Signif"
"RASGRP4",0.0026489687499982,5.38850650793651,0.112770866887843,0.910564586200343,0.999962582242539,-5.92769841998684,"No Signif"
"LAT2",0.00264693044354569,5.2191216984127,0.096337620887537,0.923552950837494,0.999962582242539,-5.92932310974055,"No Signif"
"SLC17A9",0.00264623084677318,5.84669873015873,0.094244399251662,0.925208947087286,0.999962582242539,-5.92951172917833,"No Signif"
"NLRP9",0.00263098387096816,3.51915488888889,0.0988484352443858,0.921567035205838,0.999962582242539,-5.92909139723175,"No Signif"
"RECQL5",0.00262971169354742,5.61979695238095,0.151632308212201,0.879953096719594,0.999962582242539,-5.92284093607563,"No Signif"
"GABRG1",0.00262914314516038,2.17143185714286,0.17879523685754,0.858662310469519,0.999962582242539,-5.91859856185732,"No Signif"
"AKR1C2",0.0026288991935477,2.73699553968254,0.148227465266401,0.882628485906408,0.999962582242539,-5.92332355861799,"No Signif"
"GHDC",0.00262848286290396,5.61130115079365,0.110073468903339,0.912694950408476,0.999962582242539,-5.92798261194891,"No Signif"
"TCF7L1",0.00262811995967915,5.39540307936508,0.10072493677562,0.920083152095947,0.999962582242539,-5.92891433151718,"No Signif"
"AIFM3",0.00262486844757781,5.77560397619048,0.0873580220701349,0.930659221780496,0.999962582242539,-5.93010302895674,"No Signif"
"HACE1",0.00262224697580571,5.58272703174603,0.0560537715865855,0.955473298568857,0.999962582242539,-5.9322258052518,"No Signif"
"SLC25A42",0.00262168649193306,5.43198668253968,0.0848253169259461,0.932664601716997,0.999962582242539,-5.93030922348586,"No Signif"
"ABCG8",0.0026187278225791,4.79134485714286,0.0952125379719951,0.924442988381013,0.999962582242539,-5.92942500540073,"No Signif"
"COL18A1",0.00261869657257918,6.77218984126984,0.0693172919613786,0.944952816561316,0.999962582242539,-5.93143951588673,"No Signif"
"DSCC1",0.00260776411290475,2.52122512698413,0.152399943986344,0.8793501118503,0.999962582242539,-5.92273061394676,"No Signif"
"ZNF638",0.00260713608870855,5.6947989047619,0.0380263745232321,0.9697848161781,0.999962582242539,-5.93302779616696,"No Signif"
"GPRC6A",0.00260290221774362,2.51078723809524,0.11616757522527,0.907882855003582,0.999962582242539,-5.92733076780094,"No Signif"
"GRIA1",0.00260172580645079,3.56981628571429,0.130790571679125,0.896350526358992,0.999962582242539,-5.92562349068065,"No Signif"
"KRTAP19-3",0.0025988775201613,2.48035798412698,0.138495665349963,0.890282799691889,0.999962582242539,-5.92464261088301,"No Signif"
"DCHS1",0.00259642439516217,5.22550223809524,0.109681959027775,0.913004212750374,0.999962582242539,-5.92802328904873,"No Signif"
"RIMS1",0.00259025302419325,3.19116158730159,0.138803793229897,0.890040284616689,0.999962582242539,-5.92460221883176,"No Signif"
"PTPRN",0.00258852620967254,5.46625596825397,0.100844773525323,0.919988398280115,0.999962582242539,-5.92890291070978,"No Signif"
"TMEM253",0.00258635483870773,4.52550734920635,0.0900761912342694,0.928507494159586,0.999962582242539,-5.92987498849969,"No Signif"
"AGTPBP1",0.00258125000000087,2.87164711111111,0.13718589605454,0.891313783470013,0.999962582242539,-5.9248133055813,"No Signif"
"FBXW12",0.00258087499999959,2.92082692063492,0.137760675765963,0.890861322848153,0.999962582242539,-5.92473859743147,"No Signif"
"PMAIP1",0.00258045010080554,4.7262143015873,0.0513201421764344,0.959229983916247,0.999962582242539,-5.93246614587311,"No Signif"
"SNN",0.00257924495967199,5.87210625396825,0.120582674770818,0.904398705223306,0.999962582242539,-5.92683658853418,"No Signif"
"SYTL5",0.00257827016128909,3.47226895238095,0.0680424917843055,0.945963577582851,0.999962582242539,-5.9315223144138,"No Signif"
"LRRC17",0.00257664818548298,2.69569903174603,0.122326889713261,0.903022783369619,0.999962582242539,-5.92663628303336,"No Signif"
"KLHL23",0.00257654334677326,2.41042433333333,0.15668492377858,0.875985546750817,0.999962582242539,-5.92210456447208,"No Signif"
"BPIFC",0.00257470463709586,2.78070623809524,0.193324798728234,0.847315784293564,0.999962582242539,-5.91604327493853,"No Signif"
"POMT1",0.00257461895160915,5.39625093650794,0.185310300725967,0.853570676146417,0.999962582242539,-5.91747741877888,"No Signif"
"STAMBPL1",0.00257332963709667,2.39088603968254,0.136910819800965,0.891530333466808,0.999962582242539,-5.92484894872648,"No Signif"
"TRIM59",0.00256356653225653,2.832855,0.175534386731585,0.861212996232858,0.999962582242539,-5.9191446542709,"No Signif"
"DDX43",0.00255238508064437,3.00919312698413,0.144532868908024,0.885533101913559,0.999962582242539,-5.92383486257206,"No Signif"
"ZNF414",0.00255130241935042,6.50674022222222,0.0843011947468089,0.933079653418698,0.999962582242539,-5.93035113636633,"No Signif"
"SLC2A4",0.00254441330644894,5.12282217460317,0.114397090729715,0.909280536053112,0.999962582242539,-5.92752376176001,"No Signif"
"HS6ST2",0.00254333568548271,3.72752511111111,0.0746920807031771,0.940692281685245,0.999962582242539,-5.93107352554965,"No Signif"
"LRRC9",0.00253261895161216,2.0891536031746,0.171416009273199,0.864436567895253,0.999962582242539,-5.91982000710769,"No Signif"
"CHCHD7",0.00252499092741854,3.08791582539683,0.214847625725793,0.830568081208266,0.999962582242539,-5.91189186394429,"No Signif"
"FAM98A",0.00252498991935202,6.27667685714286,0.0477840671297546,0.962036880155404,0.999962582242539,-5.9326318566771,"No Signif"
"NPR3",0.00252458568548164,3.55577958730159,0.114534572417063,0.909171992953212,0.999962582242539,-5.92750888148643,"No Signif"
"KIF22",0.00251045866935495,6.05847347619048,0.103800218810239,0.917651926235767,0.999962582242539,-5.92861695202954,"No Signif"
"KLC4",0.00250968649193517,5.62083379365079,0.186607352337949,0.852557745610922,0.999962582242539,-5.91724943245252,"No Signif"
"MAP1S",0.00250631854838801,6.45385985714286,0.0819202846710383,0.934965325887582,0.999962582242539,-5.93053826281222,"No Signif"
"IAPP",0.00250568245967697,2.24512388888889,0.104614313571622,0.917008458254801,0.999962582242539,-5.92853673263242,"No Signif"
"EIF3M",0.00250138306451664,6.98350328571429,0.0434268966584534,0.965496211299994,0.999962582242539,-5.93281978470381,"No Signif"
"CHST8",0.00249741733871023,6.02310317460317,0.0989342967074334,0.921499132303196,0.999962582242539,-5.92908336805704,"No Signif"
"ELP4",0.0024970403225808,4.47948104761905,0.0538853902589908,0.957194040794757,0.999962582242539,-5.93233853051168,"No Signif"
"LBHD1",0.00249305846774117,5.21985544444444,0.108089769788755,0.914262056809286,0.999962582242539,-5.92818722167575,"No Signif"
"B3GALNT2",0.00249217237903299,4.59671334920635,0.133384732726042,0.894306924694215,0.999962582242539,-5.9252995109138,"No Signif"
"BIRC7",0.00248583165322369,6.22399403174603,0.0886679253720115,0.929622224556241,0.999962582242539,-5.92999400676853,"No Signif"
"GRID2IP",0.00246389012096593,5.86835901587302,0.0933005011787381,0.925955795744254,0.999962582242539,-5.92959542846344,"No Signif"
"NCR3",0.00245921673387173,5.08300019047619,0.0720729498433592,0.942768228164932,0.999962582242539,-5.93125528451364,"No Signif"
"ALDH16A1",0.00245507157257752,6.22950473015873,0.109969872567646,0.912776782139081,0.999962582242539,-5.9279933894989,"No Signif"
"SLCO1C1",0.0024538165322574,2.44008625396825,0.138036158783796,0.890644478361558,0.999962582242539,-5.92470268031157,"No Signif"
"BCL11A",0.00245007459677282,4.34882209523809,0.104714574225538,0.916929215152358,0.999962582242539,-5.92852680980486,"No Signif"
"NTM",0.00244893548386838,4.50234296825397,0.115147126859984,0.908688396514732,0.999962582242539,-5.92744236479148,"No Signif"
"KAZN",0.00244854838709507,6.31236815873016,0.0961484329728594,0.923702607961818,0.999962582242539,-5.92934032765921,"No Signif"
"DBH",0.00244820665322276,5.64681692063492,0.0653853074849111,0.948070684860353,0.999962582242539,-5.93168995949487,"No Signif"
"PRR11",0.00244692439516214,3.6840973015873,0.0915027043334884,0.927378466330679,0.999962582242539,-5.92975251658512,"No Signif"
"CLN5",0.0024448629032241,5.56442222222222,0.0757876955394865,0.939824009096782,0.999962582242539,-5.93099556944949,"No Signif"
"LRRC3",0.00243681350806479,5.27827671428571,0.0825019394025222,0.934504622478368,0.999962582242539,-5.9304930426722,"No Signif"
"SRSF12",0.00243649899193432,3.04871461904762,0.135374716625197,0.892739761332837,0.999962582242539,-5.92504667566086,"No Signif"
"SIVA1",0.00242967943548678,5.87232838095238,0.0786012201793945,0.937594634309182,0.999962582242539,-5.93079017971452,"No Signif"
"SLC7A14",0.00242666633064426,3.50538426984127,0.111744356596454,0.911375231829374,0.999962582242539,-5.92780738144901,"No Signif"
"ST6GAL2",0.00242554334677436,4.68499863492063,0.118427787662956,0.906098990661265,0.999962582242539,-5.92708008524019,"No Signif"
"OSGEPL1",0.00242499294354914,2.74413696825397,0.125132225112927,0.900810424892322,0.999962582242539,-5.92630808765626,"No Signif"
"ZC3H12B",0.00242443044354657,2.68624668253968,0.0985226419329915,0.921824691753965,0.999962582242539,-5.92912179979644,"No Signif"
"DNAJC6",0.00242431552419209,5.5532353015873,0.0497243161871595,0.960496670560935,0.999962582242539,-5.93254239495154,"No Signif"
"SNUPN",0.00242285987903035,5.97674114285714,0.119407403746042,0.905325982325753,0.999962582242539,-5.92696993519021,"No Signif"
"MAMSTR",0.0024223659274174,5.7393316984127,0.079827116661175,0.936623416543476,0.999962582242539,-5.93069834724128,"No Signif"
"KRTAP9-3",0.00241747580645102,3.0265006984127,0.071632444767546,0.943117415906313,0.999962582242539,-5.93128521692194,"No Signif"
"CTXND1",0.00241300403225919,2.70029152380952,0.0939302075988738,0.925457540215713,0.999962582242539,-5.92953968334968,"No Signif"
"NDN",0.00240741129032074,4.34384165079365,0.0516371256568583,0.958978390762419,0.999962582242539,-5.93245071361416,"No Signif"
"ANKRD20A4",0.00240722580645114,3.23550949206349,0.0730813615203723,0.94196890417147,0.999962582242539,-5.93118607198457,"No Signif"
"OR8H2",0.00240547177419304,2.33967173015873,0.0851275001971724,0.932425311669103,0.999962582242539,-5.93028494052952,"No Signif"
"CCDC83",0.00240395766129087,2.55883541269841,0.110956006727201,0.911997863897468,0.999962582242539,-5.92789038663282,"No Signif"
"MYF5",0.00240263608871016,3.27390903174603,0.0735985319634939,0.941558988851905,0.999962582242539,-5.93115020289189,"No Signif"
"GAS2L1",0.00240117943548146,6.0657179047619,0.0802401266245873,0.936296230630878,0.999962582242539,-5.93066708848668,"No Signif"
"SS18",0.00239876915322235,7.18375780952381,0.0311079437874336,0.975280096023401,0.999962582242539,-5.93325397272671,"No Signif"
"PRSS37",0.00239772681451544,3.29408463492063,0.0933604020934056,0.925908397832224,0.999962582242539,-5.92959014183477,"No Signif"
"ZNF154",0.00239226713709462,3.82713957142857,0.105340700550862,0.916434362272879,0.999962582242539,-5.9284646269368,"No Signif"
"FUT3",0.00239199294354808,5.00414020634921,0.100399979392613,0.92034009875068,0.999962582242539,-5.92894523263029,"No Signif"
"ERMARD",0.00239070060483826,5.2538449047619,0.0729185159453398,0.942097980734102,0.999962582242539,-5.9311973140193,"No Signif"
"ABHD3",0.00237669959677334,4.48129282539683,0.0973630697945686,0.922741817678466,0.999962582242539,-5.92922919530817,"No Signif"
"SCN3A",0.00237463558467566,2.50619582539683,0.13102753632641,0.896163823343295,0.999962582242539,-5.92559416053414,"No Signif"
"LYZL1",0.00236964314515964,3.81087104761905,0.0812485927522097,0.935497371562059,0.999962582242539,-5.93059008482904,"No Signif"
"FBXL15",0.00236732358870384,5.8359760952381,0.0786401440833768,0.937563795336988,0.999962582242539,-5.93078728574804,"No Signif"
"PHEX",0.00236546370967572,2.67439866666667,0.133219508486911,0.89443706209702,0.999962582242539,-5.92532033506133,"No Signif"
"RTN1",0.00236395766128972,4.3422380952381,0.120444293183071,0.904507880009025,0.999962582242539,-5.9268523571604,"No Signif"
"SMPDL3B",0.00236369657258351,5.07369331746032,0.0916409159167578,0.927269085327686,0.999962582242539,-5.9297405483371,"No Signif"
"ZC2HC1B",0.00236161995967699,3.01198271428571,0.125514993980791,0.900508624414996,0.999962582242539,-5.92626273101875,"No Signif"
"FCRLB",0.00236062903225598,5.25651592063492,0.0781605418598532,0.937943785466626,0.999962582242539,-5.93082284394214,"No Signif"
"CNTNAP3",0.00235629334677157,4.72074446031746,0.094654829123972,0.924884220105625,0.999962582242539,-5.92947507195085,"No Signif"
"DALRD3",0.00235281955645128,5.90096685714286,0.13479298532413,0.893197845596922,0.999962582242539,-5.92512097395059,"No Signif"
"ZSWIM5",0.00234719254032001,4.11908206349206,0.121556699215657,0.903630310715166,0.999962582242539,-5.92672508613567,"No Signif"
"OR51B5",0.00234301310483831,2.94439068253968,0.0610421637902211,0.951515526302224,0.999962582242539,-5.93194959957558,"No Signif"
"MUC5AC",0.00233733870967345,6.09773938095238,0.091273365627595,0.927559968671512,0.999962582242539,-5.92977233602057,"No Signif"
"MARVELD1",0.00233197379032291,5.16852633333333,0.0736017112924439,0.94155646892762,0.999962582242539,-5.93114998160288,"No Signif"
"OR51A7",0.00233196068548303,2.06092274603175,0.0867445866616842,0.93114489521097,0.999962582242539,-5.93015352697179,"No Signif"
"MAJIN",0.00232926814516077,3.83856253968254,0.0778052065909033,0.93822532788824,0.999962582242539,-5.93084904860473,"No Signif"
"TBC1D32",0.00232924495967657,2.89505526984127,0.064172596277511,0.949032471123657,0.999962582242539,-5.93176425216549,"No Signif"
"KIF5C",0.00232823387096737,3.82233911111111,0.0901162459244338,0.928475790459794,0.999962582242539,-5.92987157589314,"No Signif"
"TG",0.0023264082661294,4.3283096031746,0.111412053945198,0.911637674889014,0.999962582242539,-5.92784244114102,"No Signif"
"AIG1",0.0023237983870974,4.30629679365079,0.0743942480642741,0.940928325980076,0.999962582242539,-5.93109452098725,"No Signif"
"ACOT7",0.00232174999999568,6.2987883015873,0.0973174064514999,0.922777935776701,0.999962582242539,-5.92923339847434,"No Signif"
"NBEA",0.00231883366935559,2.67626914285714,0.181147359972253,0.856823379913401,0.999962582242539,-5.91819842008302,"No Signif"
"FAM221B",0.00231873790322545,4.19029715873016,0.115233764331082,0.908620001185893,0.999962582242539,-5.9274329282856,"No Signif"
"MRPL40",0.00231827016129049,5.61014088888889,0.0690515223721933,0.945163531994844,0.999962582242539,-5.93145690445808,"No Signif"
"THOC3",0.00231784374999755,5.51695631746032,0.0841910466902676,0.93316688189965,0.999962582242539,-5.93035991163484,"No Signif"
"NEK5",0.002317563508063,2.88465814285714,0.186004101359963,0.853028822718198,0.999962582242539,-5.91735566511186,"No Signif"
"KIF19",0.00230542439516057,6.02378142857143,0.0753236561718205,0.940191750500396,0.999962582242539,-5.93102872571719,"No Signif"
"CRISP3",0.00230492439516095,2.90196617460317,0.0866423850465976,0.931225813553661,0.999962582242539,-5.93016190563743,"No Signif"
"PSMB11",0.00230464314515899,4.45538803174603,0.0544015505121581,0.956784417472869,0.999962582242539,-5.93231210067565,"No Signif"
"CCDC183",0.00229747883064402,6.11407365079365,0.0725919194428475,0.942356856158057,0.999962582242539,-5.93121978501917,"No Signif"
"DNAH7",0.00229616834677415,2.38122892063492,0.172169173530147,0.863846870466525,0.999962582242539,-5.9196976960971,"No Signif"
"SCN4B",0.00229514919354745,5.04384351587302,0.0648281562723172,0.948512545067384,0.999962582242539,-5.93172426417169,"No Signif"
"GPR78",0.00229018245967882,6.83003542857143,0.0657486669017078,0.947782524013389,0.999962582242539,-5.93166742874899,"No Signif"
"OR4B1",0.00228788306451566,2.67546584126984,0.0599149143509843,0.952409778458203,0.999962582242539,-5.93201407287295,"No Signif"
"ZHX3",0.00228616431451467,4.19934296825397,0.190557026883957,0.849474792626781,0.999962582242539,-5.91654540499708,"No Signif"
"ZCWPW2",0.0022859556451591,2.55222753968254,0.184791859038129,0.853975621647997,0.999962582242539,-5.91756810237313,"No Signif"
"MTG2",0.00228529032258074,5.67521049206349,0.111218987313732,0.911790157885046,0.999962582242539,-5.92786276275904,"No Signif"
"ATG2B",0.0022838034274173,5.01408181746032,0.0326912393520979,0.97402237550793,0.999962582242539,-5.93320620607598,"No Signif"
"DNAH3",0.00228193548386946,3.30988314285714,0.137306273678689,0.891219020450133,0.999962582242539,-5.92479768509961,"No Signif"
"SLC22A6",0.00228182560483781,5.4855366031746,0.0954245594225458,0.924275253703978,0.999962582242539,-5.92940589470521,"No Signif"
"YPEL1",0.00227374949596726,4.77185943650794,0.0760379924202509,0.939625659549544,0.999962582242539,-5.93097760085846,"No Signif"
"SEC14L3",0.00226658770161148,4.69297547619048,0.109650365793764,0.913029169535901,0.999962582242539,-5.92802656520577,"No Signif"
"GFOD2",0.00225759425403194,5.7909876984127,0.0636290224867361,0.949463597533221,0.999962582242539,-5.93179710102911,"No Signif"
"PSMG2",0.00225683467741788,6.26893661904762,0.0480171090619574,0.96185187889882,0.999962582242539,-5.93262129960832,"No Signif"
"LRP1B",0.00225671975806296,2.57033223809524,0.142006991678408,0.887519803812478,0.999962582242539,-5.92417700248119,"No Signif"
"SPAG8",0.00225665322580415,4.39970633333333,0.0915923551659063,0.927307516270787,0.999962582242539,-5.92974475544851,"No Signif"
"TTC6",0.00225619959677337,2.25421161904762,0.147766720695696,0.88299062654276,0.999962582242539,-5.92338802598091,"No Signif"
"UBE2U",0.00225316330644976,2.51573323809524,0.0972395468386959,0.922839520367674,0.999962582242539,-5.9292405606594,"No Signif"
"MKRN1",0.00225098286290137,7.0780399047619,0.0725657963997121,0.942377562754291,0.999962582242539,-5.93122157802131,"No Signif"
"PDE6D",0.00225092590725406,5.6188211984127,0.0878988218915432,0.930231077825755,0.999962582242539,-5.93005821523792,"No Signif"
"CFP",0.00223571774193498,5.05120563492063,0.080453108797795,0.936127510752095,0.999962582242539,-5.9306509058545,"No Signif"
"RALB",0.00223386290322392,6.95021604761905,0.130474718665151,0.896599394175662,0.999962582242539,-5.92566250268456,"No Signif"
"GJD2",0.00221542237903183,6.11033777777778,0.0600828504128373,0.952276550093017,0.999962582242539,-5.93200454389969,"No Signif"
"KCNH7",0.0022059455645147,3.09885822222222,0.137120374136265,0.891365363946739,0.999962582242539,-5.92482180210392,"No Signif"
"DDX25",0.00218941633064507,3.17019276190476,0.0942620569327951,0.925194976287854,0.999962582242539,-5.92951015537436,"No Signif"
"IRGM",0.00218510685483864,2.58497947619048,0.126092347214815,0.900053428523161,0.999962582242539,-5.92619405495565,"No Signif"
"QPRT",0.00217984475806166,6.96350719047619,0.0746817791724692,0.94070044597201,0.999962582242539,-5.93107425314686,"No Signif"
"PHF8",0.00217954233870721,5.45969971428571,0.0980474084115195,0.922200549478405,0.999962582242539,-5.92916596797936,"No Signif"
"HSD17B3",0.00217418245967904,3.15392150793651,0.125198613979366,0.900758078433547,0.999962582242539,-5.92630023075584,"No Signif"
"ARID1A",0.00217251108870897,6.10157614285714,0.0586543588059338,0.953409855553397,0.999962582242539,-5.93208474753589,"No Signif"
"CATIP",0.00217052923386962,5.70049855555556,0.0796018335541545,0.936801890125167,0.999962582242539,-5.93071532986784,"No Signif"
"VGLL2",0.00216795161289962,5.18176373015873,0.0786725107671737,0.937538151649737,0.999962582242539,-5.93078487821573,"No Signif"
"AAAS",0.00216524294355036,6.15610803174603,0.0579867776472551,0.953939519714627,0.999962582242539,-5.93212156774388,"No Signif"
"PHLPP2",0.00216013306451668,4.11037695238095,0.0931786160329075,0.926052240868514,0.999962582242539,-5.92960617511328,"No Signif"
"PPM1K",0.00215985433467614,2.96638223015873,0.113793504543909,0.909757093571202,0.999962582242539,-5.92758887927874,"No Signif"
"EFCAB12",0.0021594485887082,4.38616350793651,0.0825451484841187,0.934470399338425,0.999962582242539,-5.93048967066379,"No Signif"
"LARP6",0.00215813508064411,5.50673087301587,0.0727699262537219,0.942215758989997,0.999962582242539,-5.93120755002255,"No Signif"
"SYT9",0.00215229838709563,3.13967868253968,0.0839004730043144,0.933396997036475,0.999962582242539,-5.93038300599836,"No Signif"
"DSC1",0.00215195866935369,2.82790738095238,0.117275993839219,0.907007979694508,0.999962582242539,-5.92720843521791,"No Signif"
"VEGFB",0.00214686693548316,6.40768973015873,0.0698789129365809,0.944507548325393,0.999962582242539,-5.93140255088809,"No Signif"
"ACTRT3",0.00214343951612683,3.12866466666667,0.0692487121176401,0.945007189717461,0.999962582242539,-5.9314440092702,"No Signif"
"MEF2D",0.0021426350806415,6.461146,0.048463867411641,0.961497223908869,0.999962582242539,-5.93260091733743,"No Signif"
"OR5AP2",0.00213996673387085,2.24501603174603,0.0736538642767528,0.941515132751983,0.999962582242539,-5.93114635026455,"No Signif"
"DPM3",0.00212904637096845,6.31362693650794,0.0705978776489551,0.943937559655527,0.999962582242539,-5.93135479449879,"No Signif"
"GAMT",0.00211978124999757,6.47370171428571,0.0611182509178588,0.951455168272867,0.999962582242539,-5.9319452044658,"No Signif"
"FBXO6",0.0021118870967749,5.92901831746032,0.0907796550890576,0.927950712213377,0.999962582242539,-5.92981483371319,"No Signif"
"KLK10",0.00210983366935391,5.60356298412698,0.0755533494120993,0.940009721819522,0.999962582242539,-5.93101233925804,"No Signif"
"SIDT1",0.00210325504032083,3.45515115873016,0.121238621809034,0.903881227491605,0.999962582242539,-5.92676159694824,"No Signif"
"MYOC",0.00210061995967603,5.27816614285714,0.0822399153228189,0.93471215758381,0.999962582242539,-5.93051345305193,"No Signif"
"ZBTB25",0.00209920161290178,4.60941080952381,0.138497160786734,0.890281622668292,0.999962582242539,-5.92464241506494,"No Signif"
"RNFT1",0.00209560483870908,2.91044807936508,0.0848340045428237,0.932657722161551,0.999962582242539,-5.9303085265684,"No Signif"
"LMNB1",0.00209089314515865,4.09380946031746,0.086143596381613,0.931620740948616,0.999962582242539,-5.93020265549497,"No Signif"
"HCFC1R1",0.00208720463709433,6.43874361904762,0.0703006895337909,0.944173164138914,0.999962582242539,-5.93137459413143,"No Signif"
"FAAP24",0.00208671370967739,5.41654707936508,0.0774528513038218,0.938504516989442,0.999962582242539,-5.93087491562262,"No Signif"
"TEX264",0.00208560131048152,6.78617011111111,0.0716007570315774,0.943142535161365,0.999962582242539,-5.93128736303615,"No Signif"
"CEPT1",0.00208301108870756,5.46119368253968,0.0544338681492704,0.956758770674586,0.999962582242539,-5.93231043747954,"No Signif"
"ALS2CL",0.00208075705645161,5.92668316666667,0.0727711123537172,0.942214818833593,0.999962582242539,-5.93120746839749,"No Signif"
"ACIN1",0.00207842540322378,6.3076940952381,0.0696397498141575,0.944697161129339,0.999962582242539,-5.93141832868416,"No Signif"
"ARHGEF19",0.00207381754032188,5.99550520634921,0.0801802716664607,0.936343646963689,0.999962582242539,-5.93067162861569,"No Signif"
"TYW1B",0.0020672983870913,5.16994550793651,0.0834133471957541,0.933782781222631,0.999962582242539,-5.93042154294825,"No Signif"
"MOV10L1",0.0020637893145139,4.73426201587302,0.103783724884799,0.917664963758147,0.999962582242539,-5.9286185708357,"No Signif"
"BNC1",0.00206330443548408,3.42032328571429,0.0645592034386676,0.948725849442458,0.999962582242539,-5.93174071897609,"No Signif"
"ENTPD8",0.00206302721773977,6.44096701587302,0.0725638763356915,0.942379084706817,0.999962582242539,-5.9312217097829,"No Signif"
"TRIM51",0.00204359879032134,3.73396985714286,0.0868635631087837,0.931050696277617,0.999962582242539,-5.93014376063708,"No Signif"
"REEP2",0.0020435020161278,5.8610359047619,0.0767568618349315,0.939056007717288,0.999962582242539,-5.93092566449601,"No Signif"
"MAATS1",0.0020343810483876,2.58415914285714,0.147263524244744,0.883386162529154,0.999962582242539,-5.92345820408617,"No Signif"
"TNFSF11",0.00203035282258046,3.347907,0.126687427629854,0.899584291408833,0.999962582242539,-5.92612294058196,"No Signif"
"SOX15",0.00202904838709639,5.06002807936508,0.0511435813172555,0.959370123948752,0.999962582242539,-5.93247470049097,"No Signif"
"GSTM3",0.00202647631048247,4.33602557936508,0.0339187219600961,0.97304734701602,0.999962582242539,-5.93316754254226,"No Signif"
"POLD2",0.00202254536289903,6.03252987301587,0.106272985978521,0.915697600980327,0.999962582242539,-5.92837135163728,"No Signif"
"ZNF600",0.00201483366935129,5.80465023015873,0.0263248497421668,0.979080005474954,0.999962582242539,-5.93338387534313,"No Signif"
"LLCFC1",0.00201436592741722,5.50514646031746,0.053908044129111,0.957176062503718,0.999962582242539,-5.93233737581283,"No Signif"
"CAPRIN1",0.00201260181451168,7.81166101587302,0.0353195014873662,0.971934713720792,0.999962582242539,-5.93312167958332,"No Signif"
"DMAC1",0.00200872681451436,4.20726604761905,0.0923708678663921,0.926691422859758,0.999962582242539,-5.92967703957113,"No Signif"
"PRSS36",0.00200654637096775,5.73903171428571,0.0687164196331789,0.945429223815619,0.999962582242539,-5.93147873411174,"No Signif"
"CFAP69",0.00200534677419251,2.19075249206349,0.155918622731247,0.876587079580336,0.999962582242539,-5.92221779708477,"No Signif"
"MYO5C",0.00200370362903124,3.23845723809524,0.12452384564291,0.90129014198562,0.999962582242539,-5.92637989335799,"No Signif"
"IFT81",0.00200058266128877,2.91847652380952,0.17625496223072,0.860649222759345,0.999962582242539,-5.91902484421164,"No Signif"
"SULT6B1",0.00199725756048208,2.73229273809524,0.0777122782889678,0.938298958977799,0.999962582242539,-5.93085588203082,"No Signif"
"ZBTB7A",0.00199540524193775,6.93676257142857,0.0796940172612023,0.93672886003777,0.999962582242539,-5.93070838653865,"No Signif"
"RTN4RL2",0.00199144254031491,5.91035636507937,0.0689096210767899,0.945276040053874,0.999962582242539,-5.93146616131915,"No Signif"
"TMLHE",0.00199097278225757,3.81563115873016,0.0516950653442704,0.958932403868697,0.999962582242539,-5.93244788256436,"No Signif"
