"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"TAS2R43",0.127845757056451,4.4193483015873,2.33656654415402,0.0225997268782546,0.999989830735706,-3.45052926604161
"MRPL54",0.127700928427418,5.64557225396825,2.44792660228581,0.0171166180828521,0.999989830735706,-3.22142160843261
"MIR3155B",0.127399514112899,7.29212341269841,2.63661046251846,0.0104936487535496,0.999989830735706,-2.81358181370655
"SMIM26",0.126514184475804,5.81245676984127,2.35508173314872,0.0215916081259299,0.999989830735706,-3.41304731142819
"HNRNPA0",0.125753241935483,7.02789392063492,2.3413851648517,0.0223334089100379,0.999989830735706,-3.44079813522787
"FABP5",0.12502802721774,5.19429842857143,2.95067106729173,0.00442404597000232,0.999989830735706,-2.08276643914013
"AKIRIN1",0.124447607862902,7.47870003174603,2.98333991495271,0.00403017946917134,0.999989830735706,-2.00319803816952
"COX7A2",0.122430674899192,7.23702391269841,2.125197296567,0.0374303241114056,0.999989830735706,-3.86073160079892
"XAGE-4",0.122373849798387,7.50176095238095,2.30321215229183,0.0245218798041439,0.999989830735706,-3.51743015139618
"H2BC17",0.122193085685483,5.90817558730159,2.04663972956912,0.0447989499518449,0.999989830735706,-4.0047037416752
"PAGE2B",0.121931969758065,3.25822366666667,2.93730052930736,0.00459531187213686,0.999989830735706,-2.11514451617752
"RAB11B-AS1",0.120984407762091,6.69261234920635,2.82703538199808,0.00626027419117789,0.999989830735706,-2.37795081146369
"DYNLT3",0.120446695564514,6.57788601587302,2.83110331998866,0.00619007223729301,0.999989830735706,-2.3683902915722
"SGTA",0.11834255846774,7.40051763492063,2.18370022368203,0.0326511673593565,0.999989830735706,-3.75049369465003
"GYPE",0.116241083669353,2.84197041269841,2.09702399310981,0.0399417302013493,0.999989830735706,-3.9129025632958
"RBM3",0.115410349798385,7.10892193650794,2.00573819733209,0.0491091140460362,0.999989830735706,-4.07780073356118
"RRAGC",0.115111650201614,6.1750566031746,2.81476058405314,0.0064765747271919,0.999989830735706,-2.40673576504826
"H3P44",0.114680045362904,5.71173473015873,2.19387359314846,0.0318770588801121,0.999989830735706,-3.73106349108489
"LMO7",0.11436127923387,4.83599233333333,2.39189268111075,0.0197055852758835,0.999989830735706,-3.33780118142084
"GABARAPL2",0.113637821572578,7.49324550793651,2.14013306236035,0.0361555737820592,0.999989830735706,-3.83283136627261
"NCMAP",0.113621463709678,7.21572165079365,2.35200347967801,0.0217563859592748,0.999989830735706,-3.41929589810401
"LINC01633",0.113147090725805,3.86587663492063,2.62430397519524,0.0108414435131517,0.999989830735706,-2.84091761697005
"ABCB1",0.112395666330645,4.62958853968254,2.26739661434213,0.0267459922330569,0.999989830735706,-3.58837165724553
"FECH",0.112152322580644,5.53266793650794,2.65971427004708,0.00986801853017787,0.999989830735706,-2.76199034126566
"GLCE",0.111927129032256,5.33255274603175,2.22709010969667,0.0294605723679558,0.999989830735706,-3.66708983302763
"MMUT",0.11140147983871,5.38291052380952,2.04676330601626,0.0447864388049678,0.999989830735706,-4.00448094906068
"SF3B6",0.111338834677418,7.11278434920635,2.35519302020688,0.0215856718492473,0.999989830735706,-3.41282128156412
"STMN1",0.110172512096773,7.68679925396825,2.06299254808548,0.0431693515832651,0.999989830735706,-3.97512034514215
"H2BC5",0.109193964717741,4.85335173015873,2.22988668206222,0.0292646803402672,0.999989830735706,-3.66166661895963
"PINK1",0.108387242943548,6.53146806349206,2.94891904472479,0.00444614595601789,0.999989830735706,-2.08701534851573
"MAP1LC3B",0.108361821572577,7.78014563492064,2.31543843487698,0.0238010816043548,0.999989830735706,-3.49300023660939
"H1-6",0.107996144153225,4.92180157142857,2.21650836209678,0.0302122802780675,0.999989830735706,-3.68755823656066
"FAM3B",0.107589185483867,5.75239453968254,2.52460371975616,0.0140690927432781,0.999989830735706,-3.05861861576719
"TRIR",0.107459838709671,8.25177493650794,2.77750499403699,0.0071758985535479,0.999989830735706,-2.49351533859813
"COQ5",0.107390921370965,5.72234828571429,2.26934307448634,0.0266206848860007,0.999989830735706,-3.58454017503583
"SLC25A3",0.10685053225806,7.05058425396825,2.18093823803478,0.0328641551625727,0.999989830735706,-3.75575557314494
"SEPHS1P1",0.106533081653225,3.46794842857143,2.51414538929055,0.0144536618021006,0.999989830735706,-3.08106311233575
"SMIM13",0.105946884072579,5.500715,2.17552195388832,0.0332853634778746,0.999989830735706,-3.76605771115101
"ACSS1",0.105614900201611,6.99842185714286,2.18418564519811,0.0326138598203046,0.999989830735706,-3.74956832915102
"GLRX5",0.105383545362897,5.7783816984127,3.36724038396498,0.00128777395543595,0.999989830735706,-1.02160594924428
"OSTM1",0.105376848790322,5.61798758730159,2.71718566493837,0.00845652755793762,0.999989830735706,-2.6321275098082
"KIAA0087",0.104815478830645,3.21308728571429,2.43171512102457,0.0178323250037153,0.999989830735706,-3.2553188617946
"KLHL8",0.104774585685482,5.3714700952381,2.16780732012025,0.0338934677547877,0.999989830735706,-3.78069377155536
"POLR2G",0.104472655241934,6.55282750793651,2.41576174630072,0.0185627184833598,0.999989830735706,-3.28849647418304
"C1orf43",0.103925717741934,7.1073566984127,2.0697110780685,0.0425148401519764,0.999989830735706,-3.9629069544431
"MPC2",0.103567976814513,6.0348751984127,2.32344454845895,0.0233393338592893,0.999989830735706,-3.47694442334416
"LINC00221",0.103300288306452,3.45698476190476,2.14217386686637,0.0359843682760948,0.999989830735706,-3.82900611257112
"TAF13",0.103287512096776,5.58471911111111,2.33938431481655,0.0224436519949045,0.999989830735706,-3.44484084273054
"GET3",0.103239544354836,7.05830971428571,2.10257344907658,0.039435776457501,0.999989830735706,-3.90267353868971
"DCAF12",0.103001684979835,5.6856378968254,2.18362103242369,0.0326572572276361,0.999989830735706,-3.75064464139561
"RPL27",0.102966441532258,8.91382728571429,2.58190653074838,0.012121409817479,0.999989830735706,-2.93431630801035
"NDUFB11",0.10280289717742,6.98975263492063,2.43616083964682,0.0176334307463082,0.999989830735706,-3.24604143932678
"FGF12",0.102192614919354,3.88850368253968,2.08976990571943,0.0406115908911645,0.999989830735706,-3.92623850418265
"WDR61",0.101020148185481,5.19074107936508,2.42036294776683,0.0183493597325804,0.999989830735706,-3.27894589369232
"ACTR3C",0.100746651209675,6.08159406349206,2.04620290985056,0.0448431987089423,0.999989830735706,-4.00549117847656
"H2AC12",0.100614785282258,5.44653879365079,2.13456883879234,0.036625978087489,0.999989830735706,-3.84324499661166
"SNRPC",0.100226042842742,5.6021785952381,3.32982357566295,0.00144433767348221,0.999989830735706,-1.12090154525067
"MIR891A",0.0998135745967739,3.19000657142857,2.27918640922068,0.0259949160018275,0.999989830735706,-3.56512194176447
"THOP1",0.0990850665322558,6.66168079365079,2.29017218786929,0.0253119193690171,0.999989830735706,-3.54336679582861
"MIR3679",0.0984419596774151,7.19138655555556,2.05106379917933,0.0443529225405316,0.999989830735706,-3.99672043574725
"RASAL2-AS1",0.0978467288306444,5.6843136031746,2.77518113329834,0.0072217388266944,0.999989830735706,-2.49889894103049
"TTC9",0.0977061562499992,6.27519452380952,2.45288477980374,0.0169029329480412,0.999989830735706,-3.2110176519565
"AP2S1",0.0972444889112909,7.10203038095238,2.63356950534682,0.0105786316298359,0.999989830735706,-2.82034593738706
"GGH",0.0962142227822591,5.98952458730159,2.13720229919453,0.0364026819364688,0.999989830735706,-3.8383192826316
"MORN3",0.0957467953629019,7.19401084126984,2.78759318621143,0.00697998229259383,0.999989830735706,-2.47010430500418
"SGK1",0.0957240252016147,5.42506892063492,2.00372780757045,0.0493298553633228,0.999989830735706,-4.08136042447514
"RPA2",0.0951846451612912,5.18609111111111,2.30828529482327,0.0242204761064957,0.999989830735706,-3.50730636752087
"BCKDHB",0.0942688830645153,4.90086234920635,2.03963871979231,0.0455126914794106,0.999989830735706,-4.0173065941266
"DDX11L9",0.0942635151209661,4.6689573968254,2.15031135998143,0.0353087199668823,0.999989830735706,-3.81372229277351
"MIR1296",0.0938429717741922,5.56505017460317,2.03752180554923,0.045730429648511,0.999989830735706,-4.02110996554202
"CRISPLD1",0.0937693356854834,3.22478612698413,2.00357683230812,0.0493464668280648,0.999989830735706,-4.08162762257313
"OIP5-AS1",0.0931466239919336,6.1853926031746,2.32845928396893,0.0230541819002575,0.999989830735706,-3.46686414883451
"CIAPIN1",0.0930667177419382,5.91547601587302,2.90317617490817,0.00506065757924634,0.999989830735706,-2.1972830230489
"SIAH1",0.0928221320564475,6.38984752380952,2.42798462105502,0.0180007713045295,0.999989830735706,-3.26309305407513
"PIP4K2A",0.0927513114919343,4.99649780952381,2.07677135367817,0.0418363095504244,0.999989830735706,-3.95003530221147
"LOC105376360",0.0920110352822574,5.31454163492064,3.11595923411156,0.00274274851106664,0.999989830735706,-1.67363985771357
"MIR103B2",0.0920066643145145,2.54882928571429,2.39350389191569,0.0196265043222135,0.999989830735706,-3.33448568529821
"PFDN2",0.0911049979838676,8.18835861904762,2.73823281261879,0.00798764045484637,0.999989830735706,-2.58402902841672
"EIF3F",0.0895125665322567,6.94748457142857,2.36079980332927,0.0212884705016459,0.999989830735706,-3.40142216370999
"CALHM4",0.08924362298387,3.18525115873016,2.03350026163285,0.0461465459273503,0.999989830735706,-4.02832584935342
"LURAP1",0.089161956653224,5.615963,2.19036790183236,0.0321419749582396,0.999989830735706,-3.73776771045726
"HOXB2",0.0891022832661283,5.74124423809524,2.0607083387397,0.0433938531458593,0.999989830735706,-3.97926489998918
"FOXO3",0.0882815186491932,5.85066530952381,2.04340617503846,0.0451273959731544,0.999989830735706,-4.01052927828278
"OR52J3",0.088165978830645,3.0723383968254,2.47311982842163,0.0160554855471383,0.999989830735706,-3.1683799440058
"TRAPPC3",0.0880303699596734,6.783732,2.25248727791509,0.0277232233021296,0.999989830735706,-3.61762803503114
"MAGEH1",0.087842281249995,5.1963933015873,2.13788894310106,0.0363446555992236,0.999989830735706,-3.8370341051963
"RPS12",0.0875899506048334,9.26502871428571,2.05002590268437,0.0444572157782075,0.999989830735706,-3.99859467980098
"RBM8A",0.0871828870967688,5.86112698412698,2.81319810682167,0.00650459624656188,0.999989830735706,-2.41039299622092
"CHKA",0.086905994959678,4.58124688888889,2.07001123329417,0.042485800894868,0.999989830735706,-3.96236051038628
"ZNF876P",0.0866576481854828,3.76454984126984,2.17994000044203,0.0329414322502468,0.999989830735706,-3.75765592802938
"MRAP-AS1",0.0863206134072576,3.93228626190476,2.08278825425742,0.0412654769823371,0.999989830735706,-3.93903593987585
"TACC2",0.0862274107862921,6.1733244047619,2.80224000837229,0.00670427647830701,0.999989830735706,-2.43599864118386
"PABPC4L",0.0861162500000008,5.25832058730159,2.06672099709297,0.0428050621699684,0.999989830735706,-3.96834676716439
"RAB5IF",0.0859879183467704,6.42172901587302,2.08249864608736,0.0412927970885283,0.999989830735706,-3.93956599580569
"GSTM2P1",0.085329139616932,4.42012031746032,2.24884333406916,0.0279668057700968,0.999989830735706,-3.62475378757434
"LMO2",0.085271441532254,6.25120734920635,2.22235219291746,0.0297950855379565,0.999989830735706,-3.67626463938328
"PCDHGB2",0.0851269627016111,3.08650028571429,2.20569767361195,0.0309976201497023,0.999989830735706,-3.70838421295622
"H2BC11",0.0850147368951575,5.25843600793651,2.00590492239687,0.049090845747629,0.999989830735706,-4.0775053823621
"ADI1",0.0847452600806449,6.62879988888889,2.11093708723283,0.0386837709594412,0.999989830735706,-3.88721331409515
"CRYBG2",0.0845975161290333,6.51198965079365,2.80444893551007,0.00666357684231371,0.999989830735706,-2.43084321198563
"PHF5A",0.0845091088709662,5.01507777777778,2.4682902053431,0.0162542031535103,0.999989830735706,-3.17858242968585
"SAMD8",0.0840754979838723,5.33348407936508,3.11562834657564,0.00274541758637755,0.999989830735706,-1.67447497136315
"LAMTOR5",0.0838296774193523,5.92252247619048,2.14463503717037,0.0357788391996956,0.999989830735706,-3.82438877957751
"UBR7",0.0836414163306438,5.09135920634921,2.00587395438869,0.0490942385140973,0.999989830735706,-4.07756024339063
"RANGRF",0.083595788306452,6.21625812698413,2.11292911579824,0.0385065100607124,0.999989830735706,-3.8835232547781
"LXN",0.0825636512096759,2.98185825396825,2.27088061287068,0.0265220698831775,0.999989830735706,-3.58151167728677
"TOMM22",0.0823504485887101,6.42406744444444,2.1594993410706,0.0345591930608228,0.999989830735706,-3.79640590659481
"NPAP1",0.0823128185483863,6.27556249206349,2.13132102378505,0.0369030105279639,0.999989830735706,-3.84931265066679
"OR52B2",0.0821836975806431,3.01109677777778,2.05454485966213,0.0440046689526558,0.999989830735706,-3.99042829393849
"LBX2-AS1",0.0819446355846711,5.42550333333333,2.55946459721379,0.0128530465259774,0.999989830735706,-2.98326378903946
"CUTALP",0.0818787716733871,3.98253002380952,2.52807138665952,0.0139436363172518,0.999989830735706,-3.05116013832702
"POLE3",0.081611044354835,6.27348080952381,2.27222325009147,0.0264362198070737,0.999989830735706,-3.57886566890817
"HSBP1",0.0815978145161287,5.93051194444444,2.73473947995517,0.00806377806101435,0.999989830735706,-2.59203215529945
"C8orf76",0.0811101713709679,5.28772633333333,2.25287848480702,0.0276971843739753,0.999989830735706,-3.61686245026216
"TMCC2",0.0804539254032255,4.71217987301587,2.57252329798609,0.0124225945463638,0.999989830735706,-2.95482331295833
"OR51V1",0.07981288407258,2.89465558730159,2.24976133604378,0.0279052638928789,0.999989830735706,-3.62295954528447
"OR5B12",0.0797977862903214,3.29836004761905,2.71613329260619,0.00848062068893262,0.999989830735706,-2.63452490499587
"DIAPH1",0.0797305362903211,6.43345088888889,2.01020172458616,0.0486220488216259,0.999989830735706,-4.06988626463037
"MIR204",0.0795389778225819,2.86824446031746,2.27548478018997,0.0262286957593626,0.999989830735706,-3.572432526641
"FRAS1",0.0786735816532262,4.47537557142857,2.55221720698093,0.0130977272916921,0.999989830735706,-2.99899787797077
"NDUFS6",0.0785053830645133,6.37919649206349,2.3522228288474,0.0217446073175707,0.999989830735706,-3.4188508624834
"C17orf75",0.0784739667338696,4.70608685714286,2.06991966597647,0.0424946579802073,0.999989830735706,-3.96252721945378
"LOC108783645",0.0776788608870946,3.99453838095238,2.16491236282457,0.0341241582761745,0.999989830735706,-3.78617458892588
"PIP4P2",0.0776006330645149,4.25603693650794,2.20777725613834,0.0308451707675941,0.999989830735706,-3.70438475821407
"LOC100129620",0.0774601386088696,4.1472548968254,2.53521790809768,0.0136882657653016,0.999989830735706,-3.03576298256938
"TRMT2B",0.0773761562499971,5.15169217460317,2.53294911264368,0.0137688761165793,0.999989830735706,-3.04065487997438
"LINC02519",0.0773248608870958,3.81438757142857,2.17444582963643,0.0333696111958403,0.999989830735706,-3.7681019736391
"ZMAT2",0.0771045372983847,6.19479101587302,2.3394445423753,0.0224403265144606,0.999989830735706,-3.44471919514583
"HCG23",0.0764742066532254,3.07800942857143,2.11996242295972,0.0378862899454619,0.999989830735706,-3.87047073949218
"ASIP",0.0763377631048359,5.59211731746032,2.07586246879506,0.0419231288829253,0.999989830735706,-3.95169442377144
"NTPCR",0.076123451612903,3.89213642857143,2.65836027345105,0.00990372392964715,0.999989830735706,-2.76502362031364
"MICU1",0.0760754556451619,5.57312492063492,2.81084885117141,0.00654693797887919,0.999989830735706,-2.41588889451829
"PAGE5",0.0760442318548384,3.68010722222222,2.28530123307217,0.0256127655943499,0.999989830735706,-3.55302356544779
"PDP2",0.075723119959676,4.5301816984127,2.08248358028068,0.041294218746163,0.999989830735706,-3.93959356828655
"RPS2P32",0.0755814616935488,6.93588580952381,2.07129319047239,0.0423619679688924,0.999989830735706,-3.96002588676045
"SAA3P",0.0755720504032258,3.36086819047619,2.24852746710587,0.0279880088278686,0.999989830735706,-3.62537100945327
"MIR548F2",0.0755240211693549,2.38015973015873,2.08350066380297,0.041198338699614,0.999989830735706,-3.93773178002225
"UQCRC1",0.0751842137096759,6.94830896825397,2.20538267720888,0.0310207694383049,0.999989830735706,-3.70898973554875
"MIR4268",0.0751029133064507,3.52854428571429,2.36414148347969,0.0211130763745203,0.999989830735706,-3.39461754452465
"LOC108783654",0.0744473185483887,6.71413731746032,2.06313726365604,0.0431551622361292,0.999989830735706,-3.97485763385237
"RPS6KB2",0.0743512610887125,6.51199136507937,2.43873093479571,0.0175193587305829,0.999989830735706,-3.24067179102307
"UBE2T",0.0742164233870977,4.82459468253968,2.68233671890325,0.00928856562797779,0.999989830735706,-2.71113146568545
"YOD1",0.0738686713709678,3.87219711111111,2.63304914002989,0.0105932364237378,0.999989830735706,-2.82150278962731
"ATF5",0.0738432893145164,6.31586844444444,2.05419635534587,0.0440394274045522,0.999989830735706,-3.99105864479283
"TOMM20",0.0738370776209649,6.38687006349206,2.14450912805353,0.0357893287806293,0.999989830735706,-3.82462510430433
"CD2BP2",0.0726378084677402,5.94154952380952,3.10404232265322,0.00284042073953625,0.999989830735706,-1.70367641060776
"LINC01091",0.0725560670362895,3.09470223015873,2.70784440546791,0.00867259444772169,0.999989830735706,-2.65338245758155
"AKR1B10",0.0720285181451583,4.89984783333333,2.08008828063086,0.0415207871675218,0.999989830735706,-3.94397510200891
"SMIM9",0.071319327620968,3.32321120634921,2.23696309833489,0.0287741122365291,0.999989830735706,-3.64791810221119
"LINC02735",0.0712852988911283,2.85928984126984,2.76893614530214,0.00734626269823317,0.999989830735706,-2.51334931111997
"LOC441455",0.0710816844758058,3.78874207936508,2.04693753593704,0.0447688045149539,0.999989830735706,-4.00416681484106
"TBCA",0.0709413356854816,6.38285995238095,2.15773531732879,0.0347020082566536,0.999989830735706,-3.79973541641215
"MRPL14",0.0708567772177435,5.73199987301587,2.0330526045842,0.0461930670279678,0.999989830735706,-4.02912831674916
"MIR3165",0.0706563366935473,2.96041115873016,2.01769709492047,0.0478134836164782,0.999989830735706,-4.0565613917803
"LINC01838",0.0705204909274171,3.44721622222222,2.4150458360448,0.0185961144033857,0.999989830735706,-3.28998112860834
"LAMTOR1",0.0701935262096782,5.80489501587302,2.48435054406812,0.015601817432103,0.999989830735706,-3.14459269069211
"STAT5A",0.0700957479838697,6.64318325396825,2.03804446805537,0.0456765871247431,0.999989830735706,-4.02017123873102
"MIR325HG",0.0700220352822578,2.43637661904762,2.19892948796527,0.0314983722807112,0.999989830735706,-3.72137865323373
"LOC100506974",0.0699574354838712,2.288094,2.69297368950729,0.00902699696258307,0.999989830735706,-2.68710138186073
"MRPS36",0.0695597530241931,4.26537884126984,2.29338885873358,0.025114967116459,0.999989830735706,-3.53698024351272
"CT47A7",0.0694171713709664,2.62946303174603,2.46609929738054,0.0163450764708161,0.999989830735706,-3.18320533560153
"MYL6",0.0686145977822568,7.44441373015873,2.03972310848389,0.0455040301272432,0.999989830735706,-4.01715490535989
"SPINK6",0.0686128366935472,3.27647319047619,2.58295336591062,0.0120882222673037,0.999989830735706,-2.93202476530603
"PRKAG2",0.0685856199596717,6.1207383015873,2.35959864161554,0.0213518322743462,0.999989830735706,-3.40386612726876
"NRBF2",0.0685764949596752,6.65595566666667,2.23913061892633,0.0286253070334363,0.999989830735706,-3.64369954716447
"ZNF792",0.0684991723790329,5.01315971428571,2.91250274698795,0.00492932121035461,0.999989830735706,-2.174904825979
"CDC34",0.0684669788306431,6.67828555555556,2.10712262233988,0.0390251827877522,0.999989830735706,-3.89427092185598
"OR52H1",0.0680967439516125,2.33287901587302,2.24055444987813,0.0285279273232573,0.999989830735706,-3.64092652830724
"C1orf52",0.0679447489919349,6.09311615079365,2.76868633033922,0.00735128472852898,0.999989830735706,-2.51392684084182
"GS1-204I12.4",0.0679197822580644,2.6869019047619,2.03570004132614,0.0459185282772395,0.999989830735706,-4.02438030508053
"PARK7",0.0677094909274212,6.68032041269841,2.26939559209233,0.0266173111598863,0.999989830735706,-3.58443675923343
"SNHG29",0.067193545362902,5.3181036031746,2.07478072382082,0.0420266636845382,0.999989830735706,-3.95366827405121
"EFCAB2",0.0671060322580628,5.18643257142857,2.02292669034324,0.0472562134737025,0.999989830735706,-4.04723889934941
"EML2",0.0668685957661257,6.39530443650794,2.2803326146072,0.0259229011442908,0.999989830735706,-3.56285620667793
"FAM3A",0.0668594848790294,6.60034135714286,2.2998309141501,0.0247246074372695,0.999989830735706,-3.52416729675101
"CCDC28A",0.0667404919354819,5.82095819047619,2.0510241965405,0.0443568981386143,0.999989830735706,-3.99679196569702
"CCDC152",0.0665030075604833,2.18394906349206,3.43081044477694,0.00105791827636692,0.999989830735706,-0.851198372538581
"MGC4859",0.0664994274193527,4.69900980952381,2.02833234160124,0.0466860678325584,0.999989830735706,-4.03758047815437
"SNRPG",0.0663191360887097,3.30440955555556,2.22738699221845,0.0294397219526091,0.999989830735706,-3.66651438064062
"CHMP4B",0.0662430151209659,8.07809576190476,2.02176863068146,0.047379133045373,0.999989830735706,-4.04930511630482
"LINC01243",0.066147987903225,2.42494436507936,2.23505098100872,0.0289059489161232,0.999989830735706,-3.6516367134871
"FAM174A",0.0658447308467744,5.65995755555556,2.58740865858543,0.0119478971790868,0.999989830735706,-2.92226376820902
"RNF14",0.0658440826612878,6.72077396825397,2.25918564669084,0.0272803459992972,0.999989830735706,-3.60450400534296
"NXNL1",0.0657191088709661,6.07044965079365,2.04933072384229,0.0445271893367843,0.999989830735706,-3.99984958056975
"ABT1",0.0656737066532243,5.65475946031746,2.05093415271872,0.0443659385313476,0.999989830735706,-3.99695459762402
"TMEM225B",0.0652215070564477,5.71585315873016,2.17906819373364,0.0330090520692797,0.999989830735706,-3.7593149892259
"CPLANE2",0.0651903477822584,5.73522542857143,2.03849125511594,0.0456306043221838,0.999989830735706,-4.01936862196378
"TMCO1-AS1",0.0651277207661276,3.33362768253968,2.31086774521702,0.0240683145510358,0.999989830735706,-3.50214577995738
"UBE2B",0.0650645947580646,6.20406565079365,2.1581954774022,0.0346647040923092,0.999989830735706,-3.79886711048829
"SH3GLB2",0.0646896532258072,7.22105533333333,2.33069658970083,0.0229279644087236,0.999989830735706,-3.46236103843024
"MIR4782",0.0646625000000003,2.03360644444444,2.22919576102395,0.0293129704301411,0.999989830735706,-3.66300701292363
"CLSTN2-AS1",0.0636114858870971,2.60982504761905,2.21233410153574,0.0305134205141346,0.999989830735706,-3.69560986003809
"LOC728138",0.0628330816532268,6.1548416031746,2.62567346160876,0.0108022282994916,0.999989830735706,-2.83788063993793
"RAB35",0.0621158961693569,6.27016025396825,2.38765175921052,0.0199150998990178,0.999989830735706,-3.34651921990287
"FBXO30",0.0618044183467727,6.79890533333333,2.43971380197655,0.0174759101177318,0.999989830735706,-3.2386170835606
"STK11",0.0617702651209653,6.43070638888889,2.20783817513707,0.030840714886027,0.999989830735706,-3.70426755057005
"FSBP",0.0615666038306446,1.9254046031746,2.68153260807011,0.00930861783943386,0.999989830735706,-2.71294501729906
"EPHB6",0.061542823588705,6.06922949206349,2.29900384605345,0.0247744212623223,0.999989830735706,-3.52581397775204
"ARFGAP2",0.0612713820564501,6.64360074603175,2.27602145290386,0.0261946868479495,0.999989830735706,-3.57137323505306
"ING3",0.0610643155241934,4.0368716984127,3.00227738607426,0.00381703750217713,0.999989830735706,-1.95677845298056
"OR5D14",0.0609636915322587,2.66036355555556,2.08103158929026,0.0414314324980772,0.999989830735706,-3.94225010138826
"MRPL13",0.0607105403225781,4.08965080952381,2.08072545303841,0.0414604128907994,0.999989830735706,-3.94280999773992
"ELF5",0.0604886401209663,3.9232069047619,2.09197997638911,0.0404064823925766,0.999989830735706,-3.92217972322915
"ZNF768",0.0603940564516119,5.84226353968254,2.5041918968262,0.0148284522754793,0.999989830735706,-3.10235437322262
"ELAC1",0.0597278518145163,4.7521666984127,2.13400204705663,0.0366741933329884,0.999989830735706,-3.8443044624573
"SNRPE",0.059691894153227,4.75045407936508,2.33794848206435,0.0225230618090119,0.999989830735706,-3.4477401665855
"C9orf78",0.0596685120967742,6.48674742857143,2.69997092864,0.00885862006047126,0.999989830735706,-2.67125337304174
"TRIM16L",0.059633926411288,4.7416681031746,2.89403018307025,0.00519258834757003,0.999989830735706,-2.21917571333922
"INO80B",0.0593025524193509,6.19460425396825,2.03719407426527,0.0457642190762157,0.999989830735706,-4.02169847982941
"TRIM16",0.0588894989919382,5.21503915873016,2.18177832073677,0.032799244542127,0.999989830735706,-3.75415572542591
"RNF115",0.0587876854838694,5.68964247619048,2.34690917488698,0.0220315439579831,0.999989830735706,-3.42962200879486
"ZFP92",0.0584421930443533,4.27184074603175,2.52313660855272,0.0141224774853722,0.999989830735706,-3.06177169064485
"UBXN1",0.057980506048386,6.48429222222222,3.16300423103289,0.00238701653253577,0.999989830735706,-1.55426227255738
"ZDHHC4",0.0575373054435522,5.57263852380952,2.16749506879727,0.033918284301347,0.999989830735706,-3.78128523544702
"ZNF8",0.0574605604838698,5.28112938095238,2.52590187013935,0.0140220081578254,0.999989830735706,-3.05582743656858
"ABHD13",0.0571525302419298,6.24456288888889,2.14395873272745,0.0358352141403104,0.999989830735706,-3.82565802768652
"POLR2J",0.056736383064516,7.49922622222222,2.15493163136399,0.0349300560215913,0.999989830735706,-3.80502245536563
"VLDLR",0.0555816219758061,4.96983003174603,2.06367301095407,0.0431026673717827,0.999989830735706,-3.97388491914634
"NDUFA10",0.0555294364919359,5.75305546031746,2.89465724315332,0.0051834424333099,0.999989830735706,-2.21767637848283
"KRTAP4-12",0.0552631229838711,3.52497422222222,2.23613001545999,0.0288314863636456,0.999989830735706,-3.64953857932543
"ZNF705A",0.0551496189516105,2.7626076984127,2.37477532871455,0.0205634827773804,0.999989830735706,-3.37291104463722
"CCDC178",0.0550448548387084,2.48342593650794,2.29457176263362,0.0250428817486145,0.999989830735706,-3.53462975599122
"RNF25",0.0549992842741966,5.55359204761905,2.02262669311677,0.047288029614824,0.999989830735706,-4.04777425508493
"ZNF304",0.0547148770161261,4.91201861904762,2.4192747153158,0.0183996219986298,0.999989830735706,-3.28120605127645
"H2AZ2",0.0541928891129038,5.63139409523809,2.06979830883411,0.0425063990261074,0.999989830735706,-3.96274815456814
"FZD4-DT",0.0540770060483844,4.88960549206349,2.13439534961186,0.0366407304102681,0.999989830735706,-3.8435693139337
"CASC6",0.0538863568548393,2.59936742857143,2.03365298859965,0.0461306835838815,0.999989830735706,-4.02805203674055
"DBI",0.053860330645163,6.55795704761905,2.12201226543169,0.0377071725413526,0.999989830735706,-3.86665959898733
"RETN",0.0537258629032253,5.98677671428571,2.02835160287119,0.0466840469447599,0.999989830735706,-4.0375460234197
"LINC00689",0.0535115735887075,4.83251112698413,2.31545397629654,0.0238001774611063,0.999989830735706,-3.49296911390546
"ATXN7L3B",0.0534022439516164,6.40632514285714,2.66492563675751,0.00973168548933372,0.999989830735706,-2.7503043054525
"SLC28A2",0.0532096290322559,3.76677398412698,2.04091784427765,0.0453815591981206,0.999989830735706,-4.01500678143277
"DCAF11",0.053021223286291,5.97065726984127,2.19007979096704,0.0321638323853729,0.999989830735706,-3.73831828312005
"ARG2",0.052903889112903,5.07883636507936,2.02584312511164,0.0469478707042465,0.999989830735706,-4.04203081479384
"GTF3C5",0.0528028104838718,6.18195453968254,2.05440003567719,0.0440191102487008,0.999989830735706,-3.99069025295075
"OSER1",0.0525775665322552,6.82920993650794,2.07194009850347,0.0422995974538745,0.999989830735706,-3.95884730196808
"FAM131A",0.0525308810483853,5.59518415873016,2.06631298347818,0.0428447972427605,0.999989830735706,-3.96908853289353
"EBPL",0.052444544354838,4.47576857936508,2.12465400287864,0.0374774225245811,0.999989830735706,-3.86174332203663
"H2BW1",0.0519318165322566,3.29090293650794,2.09458239581192,0.0401661145040917,0.999989830735706,-3.91739565315081
"LINC00028",0.051897862903223,5.34546720634921,2.1281153991444,0.037178233435243,0.999989830735706,-3.85529371354197
"CDK19",0.0516903558467723,5.41760303174603,2.51888871840435,0.014278081509762,0.999989830735706,-3.07089281394284
"MIR3681HG",0.0516026401209677,3.54082938095238,2.04718284061611,0.0447439867135027,0.999989830735706,-4.00372449444078
