OOB	No	Yes
0.2698412698412698	0.3548387096774194	0.1875
0.2698412698412698	0.3225806451612903	0.21875
0.31746031746031744	0.3870967741935484	0.25
0.2857142857142857	0.3548387096774194	0.21875
0.30158730158730157	0.3870967741935484	0.21875
0.2857142857142857	0.3548387096774194	0.21875
0.2698412698412698	0.3225806451612903	0.21875
0.2857142857142857	0.3548387096774194	0.21875
0.30158730158730157	0.3870967741935484	0.21875
0.2698412698412698	0.3548387096774194	0.1875
0.2857142857142857	0.3548387096774194	0.21875
0.2698412698412698	0.3548387096774194	0.1875
0.30158730158730157	0.3870967741935484	0.21875
0.31746031746031744	0.3870967741935484	0.25
0.30158730158730157	0.41935483870967744	0.1875
0.2857142857142857	0.3548387096774194	0.21875
0.2857142857142857	0.3548387096774194	0.21875
0.30158730158730157	0.3870967741935484	0.21875
0.30158730158730157	0.3870967741935484	0.21875
0.2698412698412698	0.3548387096774194	0.1875
0.2857142857142857	0.3870967741935484	0.1875
0.2698412698412698	0.3870967741935484	0.15625
0.31746031746031744	0.41935483870967744	0.21875
0.2857142857142857	0.3870967741935484	0.1875
0.2698412698412698	0.3870967741935484	0.15625
0.2857142857142857	0.3870967741935484	0.1875
0.2857142857142857	0.3870967741935484	0.1875
0.30158730158730157	0.41935483870967744	0.1875
0.2857142857142857	0.41935483870967744	0.15625
0.2857142857142857	0.3870967741935484	0.1875
0.30158730158730157	0.41935483870967744	0.1875
0.30158730158730157	0.41935483870967744	0.1875
0.2857142857142857	0.41935483870967744	0.15625
0.2857142857142857	0.41935483870967744	0.15625
0.2857142857142857	0.41935483870967744	0.15625
0.2698412698412698	0.3870967741935484	0.15625
0.30158730158730157	0.3870967741935484	0.21875
0.31746031746031744	0.41935483870967744	0.21875
0.31746031746031744	0.41935483870967744	0.21875
0.31746031746031744	0.41935483870967744	0.21875
0.31746031746031744	0.41935483870967744	0.21875
0.2698412698412698	0.3870967741935484	0.15625
0.2857142857142857	0.3870967741935484	0.1875
0.2857142857142857	0.3870967741935484	0.1875
0.2857142857142857	0.3870967741935484	0.1875
0.30158730158730157	0.41935483870967744	0.1875
0.30158730158730157	0.41935483870967744	0.1875
0.31746031746031744	0.41935483870967744	0.21875
0.30158730158730157	0.41935483870967744	0.1875
0.31746031746031744	0.41935483870967744	0.21875
0.2857142857142857	0.3870967741935484	0.1875
0.30158730158730157	0.3870967741935484	0.21875
0.30158730158730157	0.3870967741935484	0.21875
0.2857142857142857	0.3870967741935484	0.1875
0.2857142857142857	0.3870967741935484	0.1875
0.2857142857142857	0.3870967741935484	0.1875
0.2857142857142857	0.3870967741935484	0.1875
0.30158730158730157	0.3870967741935484	0.21875
0.30158730158730157	0.3870967741935484	0.21875
0.2857142857142857	0.3870967741935484	0.1875
0.2857142857142857	0.3870967741935484	0.1875
0.30158730158730157	0.3870967741935484	0.21875
0.2857142857142857	0.3870967741935484	0.1875
0.30158730158730157	0.3870967741935484	0.21875
0.30158730158730157	0.3870967741935484	0.21875
0.2857142857142857	0.3870967741935484	0.1875
0.2857142857142857	0.3870967741935484	0.1875
0.2698412698412698	0.3870967741935484	0.15625
0.2698412698412698	0.3870967741935484	0.15625
0.2698412698412698	0.3870967741935484	0.15625
0.2857142857142857	0.3870967741935484	0.1875
0.2857142857142857	0.3870967741935484	0.1875
0.30158730158730157	0.41935483870967744	0.1875
0.2857142857142857	0.41935483870967744	0.15625
0.30158730158730157	0.41935483870967744	0.1875
0.2857142857142857	0.3870967741935484	0.1875
0.2857142857142857	0.41935483870967744	0.15625
0.2857142857142857	0.41935483870967744	0.15625
0.30158730158730157	0.41935483870967744	0.1875
0.2857142857142857	0.3870967741935484	0.1875
0.30158730158730157	0.3870967741935484	0.21875
0.31746031746031744	0.41935483870967744	0.21875
0.31746031746031744	0.41935483870967744	0.21875
0.31746031746031744	0.41935483870967744	0.21875
0.30158730158730157	0.3870967741935484	0.21875
0.30158730158730157	0.3870967741935484	0.21875
0.30158730158730157	0.3870967741935484	0.21875
0.30158730158730157	0.3870967741935484	0.21875
0.30158730158730157	0.3870967741935484	0.21875
0.2698412698412698	0.3548387096774194	0.1875
0.2857142857142857	0.3548387096774194	0.21875
0.2698412698412698	0.3548387096774194	0.1875
0.2857142857142857	0.3870967741935484	0.1875
0.2857142857142857	0.3870967741935484	0.1875
0.2857142857142857	0.3870967741935484	0.1875
0.2698412698412698	0.3548387096774194	0.1875
0.2857142857142857	0.3870967741935484	0.1875
0.2698412698412698	0.3870967741935484	0.15625
0.30158730158730157	0.45161290322580644	0.15625
0.30158730158730157	0.45161290322580644	0.15625
0.2857142857142857	0.41935483870967744	0.15625
0.30158730158730157	0.41935483870967744	0.1875
0.30158730158730157	0.45161290322580644	0.15625
0.31746031746031744	0.41935483870967744	0.21875
0.30158730158730157	0.41935483870967744	0.1875
0.30158730158730157	0.41935483870967744	0.1875
0.30158730158730157	0.41935483870967744	0.1875
0.31746031746031744	0.41935483870967744	0.21875
0.31746031746031744	0.41935483870967744	0.21875
0.31746031746031744	0.41935483870967744	0.21875
0.31746031746031744	0.41935483870967744	0.21875
0.31746031746031744	0.41935483870967744	0.21875
0.31746031746031744	0.41935483870967744	0.21875
0.31746031746031744	0.41935483870967744	0.21875
0.31746031746031744	0.41935483870967744	0.21875
0.30158730158730157	0.3870967741935484	0.21875
0.30158730158730157	0.3870967741935484	0.21875
0.31746031746031744	0.3870967741935484	0.25
0.30158730158730157	0.3870967741935484	0.21875
0.30158730158730157	0.3870967741935484	0.21875
0.30158730158730157	0.3870967741935484	0.21875
0.31746031746031744	0.3870967741935484	0.25
0.31746031746031744	0.3870967741935484	0.25
0.30158730158730157	0.3870967741935484	0.21875
0.2857142857142857	0.3548387096774194	0.21875
0.30158730158730157	0.3548387096774194	0.25
0.2857142857142857	0.3548387096774194	0.21875
0.2857142857142857	0.3548387096774194	0.21875
0.30158730158730157	0.3870967741935484	0.21875
0.2857142857142857	0.3548387096774194	0.21875
0.2857142857142857	0.3548387096774194	0.21875
0.30158730158730157	0.3548387096774194	0.25
0.2857142857142857	0.3548387096774194	0.21875
0.2698412698412698	0.3548387096774194	0.1875
0.2857142857142857	0.3548387096774194	0.21875
0.2698412698412698	0.3548387096774194	0.1875
0.2857142857142857	0.3548387096774194	0.21875
0.2698412698412698	0.3548387096774194	0.1875
0.2698412698412698	0.3548387096774194	0.1875
0.2857142857142857	0.3548387096774194	0.21875
0.23809523809523808	0.3225806451612903	0.15625
0.2698412698412698	0.3225806451612903	0.21875
0.25396825396825395	0.3225806451612903	0.1875
0.25396825396825395	0.3225806451612903	0.1875
0.2698412698412698	0.3225806451612903	0.21875
0.25396825396825395	0.3225806451612903	0.1875
0.25396825396825395	0.3225806451612903	0.1875
0.2698412698412698	0.3225806451612903	0.21875
